x,y,Name,Genes
7.4382315,7.9515758,histone kinase activity (GO:0035173),MELK PRKAA2 AURKA CDK2 CDK1 BAZ1B PRKAA1 AURK
4.4542255,5.3848457,retinoic acid receptor binding (GO:0042974),MBD4 VDR ACTN4 NCOA6 PRMT2 RARG ARID5A HMGA1 ASXL1 NR4A2 SNW1 MED25 CNOT1 NSD1 PPARG PRAM
4.9360313,4.555357,RNA polymerase II transcription cofactor activity (GO:0001104),TFAP2B MED4 NCOA1 TLE1 MYOCD MKL1 MKL2 PHF12 POU2AF1 SOX12 HIPK2 ISL1 MED13L SMARCA2 SOX11 SMARCA4 MED8 NUP98 CNOT2 THRAP3 HSPA1
2.6675355,8.964064,filamin binding (GO:0031005),CEACAM1 FBLIM1 NEBL TMEM67 DPYSL3 DPYSL4 MICALL2 SYNPO2 CRMP
3.6570914,6.6624823,patched binding (GO:0005113),BBS1 CCNB1 SHH SMO CAV1 IH
5.937438,9.450904,metalloexopeptidase activity (GO:0008235),ACE AGTPBP1 LNPEP MMP15 MMP14 XPNPEP1 MMP17 LAP3 FOLH1 MMP16 CPE CPD DPEP1 METAP1 METAP2 CP
3.395596,9.840582,"inositol 1,4,5 trisphosphate binding (GO:0070679)",TRPC6 TRPC7 TRPC4 TRPC5 TRPC3 ITPR2 TRPC1 ITPR3 CYTH2 RPH3A ITPR
5.3087573,7.631574,disordered domain specific binding (GO:0097718),NCOA3 RB1 PPIL1 SMAD2 DFFB HSP90AA1 HSP90AB1 KCNA1 NUMA1 CLTC HSPA2 FN1 HSPA1A FKBP8 FYN CALM2 CALM3 TEAD2 GAPDH TP53 MDM2 CALM1 BCL2L
4.682241,8.299845,protein serine/threonine phosphatase inhibitor activity (GO:0004865),PPP1R14A PPP1R2 PPP1R14B PPP1R14C PPP1R14D PPP1R1B PPP1R1A PPP1R11 PPP1R8 PPP1R1
0.8228087,9.897557,high-affinity glutamate transmembrane transporter activity (GO:0005314),SLC25A18 SLC1A1 SLC1A2 SLC1A3 SLC25A22 SLC1A6 SLC1A
2.5025978,9.903114,ligand-gated cation channel activity (GO:0099094),CHRNB3 KCNJ5 CHRNB2 KCNJ6 KCNJ10 KCNJ8 KCNJ11 CHRNB4 KCNJ12 KCNJ9 KCNJ13 KCNJ14 KCNJ15 KCNJ16 KCNJ18 SHROOM2 GRIN2D GRIN2C GRIN3A SCNN1G SCNN1B GPRIN1 KCNK1 CHRNB
6.072739,6.154104,U6 snRNA binding (GO:0017070),SART3 PRPF8 LSM8 LSM7 EIF5A DDX39B PRPF4 LSM2 METTL16 LSM4 RBM2
2.446545,8.669397,ATPase regulator activity (GO:0060590),MYBPC3 ATPIF1 ATP1B4 ATP1B3 DNAJC15 ATP1B2 ATP1B1 AHSA1 DNAJC19 DNAJA2 DNAJA1 ATP4B DNAJC2 DNAJC1 DNAJC7 DNAJC10 PFN
4.7342577,5.1377916,aryl hydrocarbon receptor binding (GO:0017162),NCOA2 ARNT2 TBP NCOA1 ARNT TAF6 TAF4 ARNT
5.409204,11.38056,"alcohol dehydrogenase activity, zinc-dependent (GO:0004024)",ADH4 ADH1C ADH1B ADH1A ADH6 ADH
4.7677093,4.9046125,primary miRNA binding (GO:0070878),SMAD3 SMAD2 DDX5 SMAD1 SRF DROSHA DGCR
5.9736605,7.688705,ubiquitin binding (GO:0043130),USP25 USP5 UBE2A SIRT2 UBAC2 NSFL1C UBXN11 TOLLIP UBAP1 RBCK1 UBAP1L SQSTM1 PLAA UBE2N VPS2
7.4937954,6.428356,ATP-dependent DNA helicase activity (GO:0004003),CHD1L RECQL DDX11 RAD50 ARTN MCM4 MCM6 MCM7 MRE1
1.3193104,11.401899,inhibitory extracellular ligand-gated ion channel activity (GO:0005237),GABRA3 GABRA2 GABRA1 GABRA6 GABRA5 GABRA4 GABRG1 GABRG3 GABRG2 GLRA1 GLRA2 GLRA3 GLRA4 GLRB GABR
4.593755,7.176118,Rab guanyl-nucleotide exchange factor activity (GO:0017112),ANKRD27 DENND4C DENND4B TRAPPC11 TRAPPC10 RAB3IL1 GAPVD1 MADD ST5 DENND4A SMCR8 RIN2 RIN3 RIN
3.3432364,10.266787,G-protein coupled nucleotide receptor activity (GO:0001608),P2RY13 P2RY14 P2RY12 GPR171 PTAFR GPR34 P2RY1 GPR8
5.4381137,7.5561914,protein kinase B binding (GO:0043422),CCDC88A PINK1 TRAF6 BCL10 PDE3B ANKRD2 RARA APPL
0.99516934,9.841886,solute:sodium symporter activity (GO:0015370),SLC28A1 SLC32A1 SLC1A1 SLC1A2 SLC23A1 SLC5A12 SLC1A3 SLC5A1 SLC5A10 SLC5A11 SLC5A2 SLC1A6 SLC1A7 SLC5A3 SLC5A4 SLC5A6 SLC5A7 SLC5A9 SLC25A18 SLC25A22 SLC28A3 SLC28A
5.9338202,9.861217,alpha-sialidase activity (GO:0016997),NEU3 NEU4 CTSA GLB1 NEU1 NEU
4.3047514,8.579329,MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017),DUSP5 DUSP6 DUSP4 DUSP1 DUSP2 DUSP9 DUSP
6.7097945,9.951657,phosphoric diester hydrolase activity (GO:0008081),PLCL1 PDIA3 GPLD1 GPCPD1 PLCB4 APEX2 TDP2 APEX1 NOTUM SMPDL3A MPPE1 PLCB2 SMPDL3B PLCB3 PLCB
7.446474,9.339963,insulin-like growth factor binding (GO:0005520),IGFBP2 INSR IGFBP1 INSRR IGFBP6 IGFALS IGFBP5 IGFBP4 ITGB4 IGFBP3 ITGB3 IGF1R ITGAV ITGA
7.3388066,9.330392,vascular endothelial growth factor receptor 2 binding (GO:0043184),GREM1 ITGA5 ITGB3 VEGFA DAB2IP VEGF
0.94883317,9.383928,phosphate ion transmembrane transporter activity (GO:0015114),SLC34A3 SLC25A3 SLC17A1 SLC20A2 SLC34A2 SLC34A1 SLC20A1 SLC17A7 SLC17A2 SLC17A3 SLC17A4 XPR1 ADAMTS
1.2176063,9.717523,hexose transmembrane transporter activity (GO:0015149),SLC2A12 SLC2A1 SLC2A13 SLC2A2 PPBP SLC2A3 SLC2A10 SLC2A4 SLC2A5 SLC2A6 SLC2A8 MFSD4A MFSD4
4.5964046,7.1443057,Rab GTPase binding (GO:0017137),UNC13D YIPF1 ANKRD27 UNC13B YIPF2 USP6 TBC1D2B ANKFY1 TBC1D21 ADPRH TBC1D20 TBC1D25 TBC1D26 ULK1 RIN3 OPTN TBC1D2
4.808093,4.9634237,DEAD/H-box RNA helicase binding (GO:0017151),SMAD3 SMAD5 SMAD1 AKAP8L SP7 DROSHA POT
2.2877777,8.938309,protein phosphatase 2B binding (GO:0030346),PPP3CB ATP2B4 MYOZ2 AKAP5 SLC9A1 SOD
5.184496,8.811777,serine-type endopeptidase inhibitor activity (GO:0004867),SPINK5 SPINK2 SPINK9 SPINK8 SPINK7 AMBP SERPIND1 SPINK1 AGT HMSD SPINT2 SLPI SPINK13 SPINK14 SERPINI1 SERPINI2 HR
4.5927267,10.650879,flavin adenine dinucleotide binding (GO:0050660),GSR AOC1 MICAL3 PRODH2 ACOX3 ACOX2 DPYD ACOX1 CYB5RL MMACH
5.1784835,4.820895,"transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)",TFAP2B CREBBP EOMES SPEN TLE1 PHF12 TBX6 PARP15 TBX18 PARP9 CNOT7 ID1 ZFP42 ID3 BHLHE40 BHLHE41 TCERG1L ID2 AHRR HSPA1A ID4 HDGF FBP
3.5502083,5.61837,S-adenosylmethionine-dependent methyltransferase activity (GO:0008757),PRMT7 GAMT ICMT HEMK1 NSUN5P2 ARMT1 PRMT8 NSUN5 DNMT3A DNMT3B METTL4 INMT GNMT TARBP1 NSUN5P1 COQ3 TRMO LRTOMT DNMT1 PEM
5.2476125,11.63579,bile acid binding (GO:0032052),VDR PLA2G1B AKR1C2 AKR1C1 PYGL AKR1C4 NR1H4 AKR1C
6.883486,5.9964986,double-stranded telomeric DNA binding (GO:0003691),HMBOX1 ZBTB48 XRCC5 XRCC6 PURA APEX1 TERF1 TERF2 RAD5
2.5850985,9.410401,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008),KCNJ5 KCNE1 KCNE2 KCNJ8 KCND3 KCNIP2 KCNE5 KCNA5 KCNQ1 KCNJ2 KCNJ3 KCNH
7.0190115,8.247929,Rho guanyl-nucleotide exchange factor activity (GO:0005089),ARHGEF38 ARHGEF37 VAV1 VAV2 VAV3 OBSCN SPATA13 ARHGEF4 ARHGEF5 ARHGEF2 ARHGEF3 SOS2 NGEF ARHGEF9 DOCK2 DOCK1 ARHGEF6 ARHGEF7 SOS
0.5814509,10.528406,ATP transmembrane transporter activity (GO:0005347),SLC25A17 SLC25A4 SLC25A42 SLC25A41 SLC25A24 SLC25A6 SLC25A5 SLC25A23 SLC25A2
2.3247254,8.70464,sodium:potassium-exchanging ATPase activity (GO:0005391),ATP4B ATP4A ATP1A4 ATP1A3 ATP1B4 ATP1A2 ATP1B3 ATP1A1 ATP1B2 ATP1B1 ATP12
6.6723104,6.700802,DNA N-glycosylase activity (GO:0019104),MBD4 SMUG1 MPG NEIL3 NTHL1 OGG1 TDG NEIL2 NEIL1 MUTY
4.8331857,10.24272,UDP-galactosyltransferase activity (GO:0035250),B3GALNT1 B3GALT5 B3GALT4 B3GALT6 B3GNT8 B3GNT7 B3GNT6 B3GNT5 B3GNT4 B3GNT3 B3GNT2 B4GALT7 B4GALT5 B4GALT
3.841692,9.880705,olfactory receptor activity (GO:0004984),OR8H3 OR8H2 OR8H1 OR2L8 OR56B2P OR1J4 OR52M1 OR2L5 OR2L3 OR1J2 OR1J1 OR2L2 OR5R1 OR10V1 OR6C6 OR6C4 OR6C3 OR5A2 OR8G5 OR5AK2 OR5A1 OR6C2 OR6C
3.34319,5.9630594,rRNA methyltransferase activity (GO:0008649),TRMT112 EMG1 BMT2 BUD23 FTSJ3 FBLL1 TRMT61B FB
6.314771,6.3951283,small ribosomal subunit rRNA binding (GO:0070181),UTP23 MRPS11 CIRBP RPS3 MRPS6 RPS14 RPS1
3.8827968,5.462747,histone methyltransferase activity (H3-K36 specific) (GO:0046975),SETD3 NSD1 SMYD2 ASH1L SETD2 SETMA
1.6396768,11.077229,glycine binding (GO:0016594),GLDC ALAS2 GNMT GRIN3A GLRA1 GLRA2 GRIN2B GLRA3 SRR GLRA4 GRIN3B GLRB GPRIN
4.9923725,7.8980427,MAP kinase activity (GO:0004707),MAPK15 NLK MAPK13 MAPK14 MAPK11 MAPK12 MAPK9 MAPK10 MAPK8 MAPK3 MAPK1 MAPK7 MAPK6 MAPK
3.7898474,10.096379,taste receptor activity (GO:0008527),TAS2R50 TAS2R30 TAS2R31 TAS2R10 TAS2R13 TAS2R14 TAS2R16 TAS2R38 TAS2R39 TAS2R19 TAS2R6
2.4150095,9.548953,outward rectifier potassium channel activity (GO:0015271),KCND1 KCND2 KCND3 KCNIP2 KCNA5 KCNK18 PKD2 KCNU1 KCNT1 KCNT2 REST KCNQ1 KCNMA1 KCNK
5.414511,8.157452,protein phosphatase 1 binding (GO:0008157),AKAP11 KCNQ1 PPP1R11 PPP1R15A TCTEX1D4 PHACTR4 LILRB1 LILRB2 SHOC2 PPP1R9B SH3RF
4.090412,9.460343,ether hydrolase activity (GO:0016803),TMEM86A TMEM86B EPHX1 RNPEP EPHX3 EPHX2 LTA4H ALOX1
4.1674566,8.662426,GABA receptor binding (GO:0050811),ARFGEF2 GABARAP GABARAPL3 GABARAPL2 GABARAPL1 PLCL2 TRAK2 JAKMIP1 TRAK
2.8740273,7.6494617,long-chain fatty acid binding (GO:0036041),FABP2 FABP3 SCP2 OXER1 UCP1 PPAR
4.8232503,10.207168,DNA ligase activity (GO:0003909),PARP2 LIG1 PARP3 PARP1 XRCC1 LIG4 LIG
2.992086,9.487557,protein-cysteine S-palmitoyltransferase activity (GO:0019706),ZDHHC14 ZDHHC11 ZDHHC12 ZDHHC17 ZDHHC11B ZDHHC18 ZDHHC1
2.238207,9.751116,potassium ion leak channel activity (GO:0022841),KCNK6 KCNK7 KCNK10 KCNK9 KCNK12 KCNK13 KCNK15 KCNK16 KCNK17 KCNK18 TMEM175 KCNK1 KCNK2 KCNK3 KCNK4 KCNK
3.373802,7.5885043,phosphatidylinositol binding (GO:0035091),TUB RUNDC3A SEPT12 PLEKHA2 ANKFY1 PLEKHA1 TRPV1 PASK RUNDC3B RUFY2 RUFY1 ZFYVE16 RUFY3 HIP1R WDFY1 DPEP1 MPPE1 WDFY3 NCF
6.1498446,5.8483167,pre-mRNA 3'-splice site binding (GO:0030628),UHMK1 ZRSR2 ZRSR1 IGFLR1 U2AF2 U2AF1 SLU
4.440318,9.964875,alpha-(1->3)-fucosyltransferase activity (GO:0046920),FUT7 FUT10 FUT6 FUT9 FUT11 FUT3 FUT5 FUT
5.0273185,5.6578894,NF-kappaB binding (GO:0051059),NPM1 RNF25 CDKN2A ANXA4 COMMD7 FOXP3 COMMD6 PSMA6 NFKBIA BRMS1 TAF4
4.3236012,8.526214,protein tyrosine phosphatase activity (GO:0004725),PTPRN2 PTPN18 PTPN1 DUSP6 PTPN2 DUSP3 DUSP4 DUSP1 PTPN11 PTPN12 PTPN13 PTPN14 CDC25B DUSP7 CDC25C PTPRE PTPRF PTPRC PTPRD PTPRA PTPRB PTPN9 PTPN5 PTPN6 PTPN3 CDKN
7.459479,6.1538916,"endodeoxyribonuclease activity, producing 3'-phosphomonoesters (GO:0016889)",RAD51C GEN1 SLX4 EME1 DNASE2B EME2 SPO11 XRCC3 MUS81 DNASE2 SLX1
0.7087262,10.99918,anion:anion antiporter activity (GO:0015301),SLC26A1 SLC25A4 SLC26A3 SLC22A7 SLC26A2 SLC22A6 SLC4A1 SLC7A11 SLC26A9 SLC26A10 SLC26A8 SLC25A11 SLC26A11 SLC26A5 SLC22A9 SLC25A6 SLC22A8 SLC25A5 SLC26A4 SLC26A7 SLC26A
0.38694507,9.963766,organic acid transmembrane transporter activity (GO:0005342),SLC10A5 SLC10A6 SLC22A6 SLC10A1 SLC10A2 SLC10A3 SLC10A4 SLC5A12 AQP7 SLC2A9 SLC22A24 SLC22A25 SLC22A9 SLC17A3 SLC22A10 SLC22A11 SLC22A1
6.6813464,10.095945,"intramolecular oxidoreductase activity, transposing S-S bonds (GO:0016864)",PDIA4 ERO1B PDIA3 PDIA2 ERO1A ITGB3 TXNDC11 GLRX2 PDIA6 PDIA5 ERP44 TMX4 TMX3 TMX1 TXNDC5 P4HB QSOX1 PIGK QSOX2 PDIL
2.6969616,7.832078,phosphatidylglycerol binding (GO:1901611),GSDMD PLTP STOML2 OPA1 UQCC3 PITPNA UCP1 NME4 RPE65 PITPNC
4.658859,7.615207,syntaxin binding (GO:0019905),PRRT2 UNC13C PTPN2 UNC13A UNC13B STX8 SYTL2 SYTL1 SYTL5 TC2N SYTL4 SYTL3 SNP
4.2629848,8.08319,tau-protein kinase activity (GO:0050321),BRSK1 BRSK2 GSK3B GSK3A PHKG2 CDK5 MARK1 MARK4 TTBK2 MARK
6.538165,8.076206,MHC protein complex binding (GO:0023023),CD74 YWHAE HSP90AA1 HSP90AB1 CD81 HSPA8 ANXA11 ATP1B1 PKM HLA-DMB HLA-DRA KLRD1 KLRC1 KLRC2 HLA-DOB HLA-DMA MS4A1 HLA-DOA HLA-DRB
7.102772,5.6551156,exonuclease activity (GO:0004527),REXO2 POLN CPSF3 AEN EXOG RAD50 ISG20 CNOT6 CNOT7 XRN2 ERCC4 APLF APEX2 PDE12 APEX1 DXO MRE11 FAN1 RAD9A RAD9
3.4616892,7.4954267,phosphatidylinositol-3-phosphate binding (GO:0032266),LANCL2 PARD3 WIPI1 WIPI2 PLEKHA4 SNX20 ZFYVE26 SNX21 DAB2IP ZFYVE19 KIF16B TECPR
3.8021946,10.963737,O-acetyltransferase activity (GO:0016413),GNPAT CHAT LPCAT2 IFNB1 CRA
1.6205319,8.427455,"hydrogen-exporting ATPase activity, phosphorylative mechanism (GO:0008553)",ATP6V0D1 ATP2A3 ATP2A2 ATP2A1 ATP2C2 ATP6V0D2 ATP2C1 ATP6V1C1 ATP6V1C
3.4453404,7.6674757,SH3 domain binding (GO:0017124),GPX1 LANCL1 SGIP1 PTPN12 ARHGAP27 MAPK15 DNM2 RUFY2 SHANK1 RUFY1 CABYR MAPT ABI1 ABI2 ELMO1 ADAM9 NCF1 SKAP1 SHANK
2.2031682,9.731618,leak channel activity (GO:0022840),KCNK6 KCNK7 KCNK10 KCNK9 KCNK12 KCNK13 KCNK15 KCNK16 KCNK17 NALCN KCNK18 TMEM175 PANX1 KCNK1 KCNK2 KCNK3 RHAG KCNK
4.952917,10.113723,acetylgalactosaminyltransferase activity (GO:0008376),CSGALNACT2 GALNT8 B3GALNT2 CSGALNACT1 GALNT7 B3GALNT1 GALNT6 GALNT5 GALNT4 GALNT3 GALNT2 GALNT1 GALNTL6 GALNTL5 POC1B-GALNT
2.3643951,10.140991,intracellular ligand-gated ion channel activity (GO:0005217),RYR2 RYR3 RYR1 TRPA1 ITPR3 TRPV1 JPH1 JPH2 ITPR1 MCOLN1 TRPM2 JPH3 JPH4 RASA3 KCNA1
6.773969,8.737295,growth hormone receptor binding (GO:0005131),GH2 SOCS2 CSHL1 TYK2 GH1 JAK
6.890525,6.023956,telomerase activity (GO:0003720),HMBOX1 SNRNP40 DKC1 PTGES3 TERT TEP1 TERF1 TERF
2.8490849,8.762896,alpha-actinin binding (GO:0051393),MYBPC2 MYBPC3 MYBPH MYBPC1 CNKSR3 MYOT PALLD PPARG RARA OBSL
0.94292915,9.98962,monovalent inorganic cation transmembrane transporter activity (GO:0015077),SLC12A3 SLC36A2 ATP5S SLC36A1 SLC36A3 KCNA1 SLC46A1 SLC12A1 SLC12A2 SLC23A1 TRAPPC10 ATP1B4 AQP1 ATP6V1F ASIC4 ATP6V1B
4.3596616,7.000214,Ral GTPase binding (GO:0017160),RALBP1 USP33 EXOC8 PIH1D2 LSM2 RNF41 RAB34 MYO1C FLNA EXOC5 EXOC4 EXOC
5.062473,5.3172235,AT DNA binding (GO:0003680),MEF2C MAPT KMT2A HAND2 HMGA2 HMGA1 CRIP
4.5261583,9.727348,prostaglandin E receptor activity (GO:0004957),PTGER1 HPGD PTGER2 PTGER3 PTGER4 PTGD
6.3068566,9.019782,interleukin-17 receptor activity (GO:0030368),IL17RA IL6ST IL17RE IL17REL IL17RD IL17RC IL17R
1.2980725,11.425726,GABA-A receptor activity (GO:0004890),GABRA3 GABRA2 GABRB3 GABRQ GABRB2 GABRP GABRA1 GABRB1 GABRA6 GABRA5 GABRA4 GABRG1 GABRG3 GABRG2 GABRR3 GABRR2 GABRR1 GABRE GABR
6.990762,5.8095155,endoribonuclease activity (GO:0004521),PIWIL2 RNASEL TSNAX RNASEK CPSF4 CPSF3 ZC3H3 RNASET2 DICER1 NOB1 SMG6 TSN ERN1 ENDOU SLFN14 ENDOV RCL1 ZC3H12A CPSF4L RIDA LACTB2 AGO2 PIWIL
5.998253,10.32224,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)",MSRA TIPRL DNAJC10 TXNL1 MSRB3 TXN TXNDC2 TXNDC8 MSRB1 MSRB
4.970314,9.824816,omega peptidase activity (GO:0008242),GGT5 UCHL1 GGH ASRGL1 GGT1 BACE1 APE
7.4084826,9.052563,beta-glucosidase activity (GO:0008422),KL KLB GBA2 LCT LCTL GBA
5.0482626,4.0061026,RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978),NKX2-8 ZNF281 RFX3 RFX4 RFX1 RFX2 SMARCA4 GATAD2B MED8 HNRNPK ZSCAN21 RFX7 RFX8 RFX5 RFX6 TBPL1 TFAM HNRNPC TP5
3.822984,5.454618,lysine N-methyltransferase activity (GO:0016278),SETD6 SETD3 SETD4 SETD9 SETD7 EHMT1 EHMT2 METTL21C METTL21A METTL22 VCPKMT KMT5A ETFBKMT SMYD2 EEF2KMT EEF1AKMT4 SETD2 EEF1AKMT3 EZH2 EEF1AKMT
7.004193,6.6096764,oxidized DNA binding (GO:0032356),RECQL4 MSH3 OGG1 MSH6 XRCC1 RPS3 MSH2 MUTY
5.409377,8.192663,peptidase activator activity (GO:0016504),CASP8AP2 VCP PSMD14 ADRM1 CAV1 PCOLCE TANK CLPX PINK1 MAL PSME4 PSME2 PSME3 PCOLCE2 PSME1 EBAG
4.296494,8.161573,phosphoprotein phosphatase activity (GO:0004721),PTPN1 PTPN2 CCDC155 CDC25A CDC25B PPP1CA CDC25C CTDNEP1 PPP1R3D UBLCP1 PPP1R3C PTPN9 PTPN5 PTPN6 PTPN
3.3710198,7.693919,superoxide-generating NADPH oxidase activity (GO:0016175),NOX4 NOX5 CYBB CYBA NCF1 NOX1 PAX
2.7311428,8.880404,muscle alpha-actinin binding (GO:0051371),MYOM1 MYOM2 MYBPC2 MYBPC3 SYNPO2 PKD2L1 MYBPH TTN MYPN MYBPC1 MYOM3 IGSF22 PALLD NRAP MYBPHL OBSL
5.409034,8.305787,death receptor binding (GO:0005123),TMBIM1 MADD MYD88 CASP8AP2 FEM1B RIPK1 NGF BID PIDD1 DAB2I
0.468624,9.780629,anion:cation symporter activity (GO:0015296),SLC10A5 SLC13A3 SLC34A3 SLC10A6 SLC13A4 SLC13A5 SLC17A1 SLC10A1 SLC10A2 SLC34A2 SLC10A3 SLC10A4 SLC13A1 SLC6A15 SLC34A1 SLC6A13 SLC6A12 SLC4A10 SLC6A11 SLC4A8 SLC6A6 SLC4A9 SLC6A7 SLC6A8 SLC6A
7.1136637,6.5798674,damaged DNA binding (GO:0003684),CREBBP RPA2 XRCC1 RPA3 RPA1 GTF2H3 MSH2 APTX FANCG DDB2 CUL4B TP73 ERCC1 DDB1 ARTN MSH3 ERCC4 MSH4 MSH5 APEX1 MSH6 ERCC3 CRY2 RAD18 AUNIP TP5
5.2963653,8.374938,protein kinase regulator activity (GO:0019887),LRRC66 NYX MAPK8IP1 ATG13 MADD CXCL10 AP
6.532721,5.7882953,single-stranded RNA binding (GO:0003727),DDX58 MTERF4 MTERF3 DDX11 A1CF MEX3D JMJD6 MEX3A MEX3C MEX3B AGO4 LACTB2 AGO2 AGO3 HNRNPF AGO1 TLR8 TLR7 L1TD1 SNRP
0.7183327,10.913831,bicarbonate transmembrane transporter activity (GO:0015106),SLC26A1 SLC26A3 SLC26A2 SLC4A11 SLC4A1 SLC4A2 SLC4A3 SLC4A10 SLC4A4 BEST1 SLC4A7 SLC4A8 SLC4A9 SLC26A9 SLC26A10 SLC26A8 SLC26A11 SLC26A5 SLC26A4 SLC26A7 CFTR SLC26A
2.7429829,7.5882077,lipoprotein particle receptor binding (GO:0070325),SYT1 LANCL1 APOA2 APOA5 DKK1 PICALM DNAJA1 HSPG2 SNX17 APOC3 APOA1 ANKRA
6.4307218,8.899249,CXCR chemokine receptor binding (GO:0045236),CXCL8 YARS CXCL9 PPBP CXCL2 CXCL1 ITCH CXCL3 CXCL6 CXCL5 CXCL10 CXCL11 CXCL12 CXCL13 TFF2 PF4 PF4V
4.8132606,5.2875075,armadillo repeat domain binding (GO:0070016),LEF1 TCF7L2 CALCOCO1 CNOT1 CTNNBIP1 AXIN1 STRN STRN3 STRN
3.7822587,9.7635145,sulfuric ester hydrolase activity (GO:0008484),ARSA ARSB GNS SULF2 SULF1 STS GALNS ARSK IDS ARSI ARSJ ARSG ARSH ARSE ARSF ARS
6.5990863,10.498616,lipoprotein transporter activity (GO:0042954),CFAP73 OTOR LRP2 LRP1 MIA MIA3 CTAGE1 CTAGE6 CTAGE5 SPZ1 CTAGE4 CTAGE9 CTAGE8 CTAGE1
3.1367784,8.656597,peptide transmembrane transporter activity (GO:1904680),SLC15A1 TOMM40 SLC15A2 SLC15A3 TOMM70 ABCB9 TIMM22 TOMM22 AZGP1 SLC15A4 SLC15A5 MCL1 GPIHBP1 TOMM
6.1436152,8.4809065,RAGE receptor binding (GO:0050786),S100A7 S100A13 HMGB1 S100A4 HMGB2 S100B S100A9 S100A12 S100A
4.994627,11.07847,NADPH binding (GO:0070402),GRHPR CRYZ CBR3 MTRR TP53I3 KCNAB1 HMGCR DECR1 DHFR CBR
