x,y,x,y,Name,Genes
1.0505992,2.1362216,8.939166,9.42731,bile acid biosynthetic process (GO:0006699),HSD3B7 OSBPL9 ACOT8 OSBPL7 OSBPL6 OSBPL3 OSBPL2 AKR1C4 CYP7B1 CYP8B1 BAAT CYP39A1 CYP27A1 ABCB11 AMACR ACOX2 SLC27A5 OSBPL1A SLC27A2 AKR1D1 HSD17B4 CYP46A1 CYP7A1 CH25H OSBP SCP2 
1.1030198,2.2970936,8.701281,9.207939,fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540),ACOT8 ECI2 HSD17B4 EHHADH CROT ACOXL ACOX3 AMACR ACOX2 ACOX1 SCP2 ABCD1 ACAA1 CRAT DECR2 
1.2707139,2.4023964,8.743312,9.189891,alpha-linolenic acid metabolic process (GO:0036109),ELOVL1 ELOVL2 ACOT8 ELOVL5 ACSL1 ELOVL3 HSD17B4 ACOX1 SCP2 ABCD1 ACAA1 FADS2 FADS1 
-1.0976366,8.008601,10.966306,2.7518826,spliceosomal snRNP assembly (GO:0000387),PRMT7 SNUPN PRMT5 WDR77 LSM4 CLNS1A GEMIN5 GEMIN6 GEMIN7 SNRPF SNRPG GEMIN8 SNRPE SNRPB RBM22 SNRPC GEMIN2 STRAP GEMIN4 DDX20 SART1 SART3 SNRPD3 SNRPD2 SNRPD1 TGS1 SMN1 
-1.1324153,7.6035304,10.985962,3.0221827,"DNA-templated transcription, termination (GO:0006353)",SETX POLR2A PRMT5 SMN1 MTERF1 TTF2 TTF1 
-2.743635,5.0393624,10.21611,3.8678546,regulation of mitotic nuclear division (GO:0007088),CUL9 L3MBTL1 CUL7 BORA CAV2 PRMT5 DAPK3 MKI67 PKMYT1 PDXP FBXO43 CDC25C CDC16 CCDC8 RCC1 FBXO5 NEK2 CDK13 KIF20B OBSL1 PIN1 
-0.12309214,4.9647512,10.419751,6.9303503,endothelial cell activation (GO:0042118),CXCL10 FOXP1 HOXA9 P2RX4 PRMT5 BMPER TGFBR1 
-0.6086489,3.926704,10.539471,6.384842,regulation of cell size (GO:0008361),RDX RARG MSN RAP1GAP2 MTOR VAV1 SLC9A3R1 VAV2 VAV3 RPTOR LARS RAC1 LAMTOR5 EZR LAMTOR4 
-2.0934248,4.152187,11.264771,6.4708896,negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642),ADIPOQ NDRG4 PTGIR PTPRJ APOD SLC9A3R1 SNCA 
-2.402237,4.5983787,10.69211,5.6631017,negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067),PIK3IP1 PTEN STAMBP TWIST1 TSC2 NLRC3 SLC9A3R1 DAB2IP 
-1.0358547,3.3781085,11.971982,7.2349906,microvillus assembly (GO:0030033),MINK1 RAP2A SLC9A3R1 RAP2B RAP1A RAP2C RAP1B FXYD5 STK26 RAPGEF2 TNIK RAPGEF6 EZR MAP4K4 
-2.5811138,5.0117583,11.413001,5.502849,negative regulation of catenin import into nucleus (GO:0035414),WWTR1 SFRP5 APC2 DACT3 AXIN2 SNAI2 EMD SLC9A3R1 DAB2IP 
-0.782831,3.8225884,10.937,6.782207,establishment of epithelial cell apical/basal polarity (GO:0045198),MSN RAP2A EZR SYNE4 SLC9A3R1 
-2.9632149,3.2312336,12.979341,4.63975,negative regulation of mitotic cell cycle (GO:0045930),TGFB1 SMAD3 CDKN1B BTG3 IL10 FOXC1 ANGEL2 SCRIB SLC9A3R1 BRINP1 DLG1 BRINP3 BRINP2 GAS1 NKX3-1 HECA MAD2L1 TRIM35 
-2.179583,3.9777462,11.314769,8.436261,negative regulation of protein kinase B signaling (GO:0051898),MAGI2 PLEKHA1 MUL1 TSC2 SIRT1 SLC9A3R1 SFRP5 DDIT3 MSTN EPHA2 OTUD3 PHLPP1 PDCD6 PTEN ARRB2 CIB1 PTPRJ FLCN PKHD1 HYAL2 GPER1 INPP5K DAG1 XDH DRD2 RACK1 PHLDA3 DRD3 
-1.2177831,3.7995832,11.335096,5.8811426,establishment of protein localization to plasma membrane (GO:0090002),TMEM150A RDX JUP ACTN2 TTC7A TTC7B SLC9A3R1 TNFRSF1A FAM126A CACNB2 GAK TSPAN15 TSPAN14 RAB13 PKP3 PKP2 EZR SPTBN4 ROCK1 ROCK2 TNF F11R TSPAN33 IKBKB EFR3B EFR3A CDH1 TSPAN5 FLOT2 FLOT1 S100A10 WNT4 CLASP2 
1.0577867,1.715732,9.476013,9.640382,androgen biosynthetic process (GO:0006702),MED1 CYP17A1 SRD5A3 SRD5A2 HSD3B1 HSD3B2 HSD17B3 HSD17B6 SRD5A1 WNT4 
-2.7440863,7.477963,9.670335,3.1234283,DNA damage checkpoint (GO:0000077),USP28 H2AFX HUS1 HINFP TIPRL RPA4 RAD17 CEP63 INTS7 RHNO1 RAD1 CLOCK ATR RAD9A DOT1L BRIP1 CLSPN CHEK1 E2F1 CHEK2 NBN TP53BP1 FBXO6 MAP3K20 ATRIP 
-2.8652933,7.768032,9.38168,2.3880985,DNA repair (GO:0006281),UVRAG LIG1 USP3 HUS1 RECQL INIP UBE2A UBE2B MSH2 HINFP MSH3 UBE2T POLE2 UBE2U FANCD2 MSH6 ASF1A SLX1A MRE11 CHRNA4 SMARCB1 PNKP BACH1 SLX4 CHEK1 RAD54L RBBP8 FANCL ZRANB3 USP45 GADD45A XRCC3 NABP1 INTS3 XRCC2 FANCA CSNK1E FANCC FANCG PSME4 TDP1 RAD17 RAD18 NABP2 POLG2 MMS19 MNAT1 RAD9A RAD9B VCP BLM MUS81 XPA ZBTB1 XPC PDS5B PDS5A MUM1 ALKBH3 ALKBH1 TREX1 UPF1 RFC5 NCOA6 SIRT1 TICRR SMC1A POLA1 RAD51C RAD51B RAD51D CDK1 FAN1 ATR CENPS DOT1L BTG2 IGHMBP2 RPS27L RAD51AP1 TOPBP1 RBM14 MUTYH MBD4 NPM1 PARP4 PARP2 PARP3 POLQ PARP1 NSMCE3 CHD1L GTF2H1 RPA1 GTF2H3 GTF2H4 RAD50 DDB2 ERCC1 DDB1 RAD51 ERCC4 APEX1 ERCC3 RAD1 FEN1 NUDT1 UNG RPAIN RECQL5 POLB RECQL4 ENDOV EXO1 SUMO1 POLD1 POLK FBXO6 TRIM28 POLI POLH 
-1.9241635,6.259946,10.050284,4.646035,DNA damage induced protein phosphorylation (GO:0006975),MAPK12 CHEK1 CHEK2 MAPK3 ATM CRY1 ABL1 MAP2K6 
-0.3706818,5.057049,11.049556,5.0913095,peptidyl-threonine phosphorylation (GO:0018107),ACVR1 OSR1 DCLK3 HIPK2 TGFBR1 DCLK2 TGFBR2 HIPK3 DCLK1 CDK1 CAMK1 ULK1 PNCK GSK3B TNKS LRRK2 STK33 CHEK1 CAMKV STK39 CHEK2 AKT1 PSKH1 PSKH2 CAMK1D PRKCD DAPK2 CAD CSNK2A1 PDPK1 DAPK3 LMTK2 OXSR1 DYRK1A TAF1 SBK1 WNK1 CSNK2B MAP3K10 PRKD1 CDK5R1 CAMK1G MAP3K12 MYLK2 CAMK2D MYLK3 CAMK2A CAMK2B NLK CAMKK1 ACVR1B CAMKK2 MYLK4 STK11 MAPK8 PHKG2 TBK1 PHKG1 MAPK1 CAMK2G MARK2 
-3.0784302,7.2978272,8.916756,3.287398,G2 DNA damage checkpoint (GO:0031572),BRSK1 PLK5 PLK1 ABRAXAS1 NEK6 BRCC3 BRCA1 CDC14B BABAM2 FZR1 BABAM1 CLSPN CHEK1 MAPKAPK2 TAOK2 UIMC1 NEK11 TAOK1 DTL RBBP8 
-2.659225,6.608377,13.404046,4.4081817,positive regulation of cell cycle (GO:0045787),CDKN1B TGFB2 ANKRD17 CITED2 PROX1 LRP6 PTK6 RAD23A HCFC1 SRPK2 TBX3 TGM1 CHEK1 CCND1 CCPG1 CDK4 C6ORF89 RARA TRIM32 TRIM21 RPS15A CALR FGFR2 
-3.9065669,4.7482386,13.718353,4.658648,negative regulation of mitotic nuclear division (GO:0045839),TOM1L2 BMP4 CHEK1 TOM1L1 NME6 BMP7 AURKAIP1 
-2.6477318,6.1716695,11.833945,4.240051,regulation of mitotic centrosome separation (GO:0046602),CHEK1 KIF11 NEK2 CEP85 MAP9 
-2.400885,6.4729967,9.925901,3.760815,replicative senescence (GO:0090399),CHEK1 MME CHEK2 ATM ATR TP53 WNT16 
-2.105262,6.3316526,10.644831,4.203579,regulation of histone H3-K9 acetylation (GO:2000615),HDAC5 CHEK1 KMT2A RAPGEF3 CAMK1 
-0.70048,6.0936255,8.791071,4.906601,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),CEBPB BRSK2 ERO1A PPP1R15A TNFRSF10B TRAF2 ATP2A1 SELENOK DAB2IP ITPR1 BAG6 DNAJC10 CASP4 AIFM1 CHAC1 BCL2 BAX DDIT3 BAK1 TRIB3 MAP3K5 ATF4 
-2.073947,3.3057983,12.294259,7.4231544,lysosome organization (GO:0007040),MBTPS1 ARSB ABCA1 HPS1 AKTIP GAA TFEB HPS4 MYO7A TPCN2 FAM160A2 HOOK3 HOOK2 HOOK1 LAMTOR1 TPP1 TMEM106B LRRK2 NAGPA CLN3 GNPTAB VPS11 ZKSCAN3 VPS18 CLVS1 CLVS2 
-2.896154,3.288281,11.054059,6.705249,protein catabolic process (GO:0030163),SIAH1 NAPSA PRSS16 PGC PGA4 LRSAM1 MTOR CLN8 UCHL3 PGA3 USE1 BACE1 CLN6 PGA5 CLN5 BACE2 CLN3 PPT1 TPP1 REN CTSE CTSD TRIM24 ELANE 
-0.9185328,2.3853426,10.38094,8.074145,peptide catabolic process (GO:0043171),ENPEP ACE CPQ RNPEPL1 ERAP1 LVRN ERAP2 LNPEP ADAMTS13 TRHDE NPEPPS ANPEP RNPEP C9ORF3 LTA4H TPP1 
-0.6237363,3.4941385,10.582986,6.257311,bone resorption (GO:0045453),RAB3D SRC IL7 PTH GPR55 PTK2B TPP1 ZNF675 
-5.117906,4.2773304,14.560062,6.3321314,neuromuscular process controlling balance (GO:0050885),SHANK1 TIFAB CLN3 DCANP1 PAFAH1B1 TPP1 NEUROG1 
-0.6835737,2.731963,11.3118925,9.665317,dopamine receptor signaling pathway (GO:0007212),GSK3B GSK3A GNAO1 GNB5 ARRB2 DRD4 GNAI3 ADCY6 SULT1A3 
-1.2121075,0.9580422,11.849059,9.79188,negative regulation of voltage-gated calcium channel activity (GO:1901386),CBARP CRHR1 OR5T1 GPR35 FMR1 OR13F1 GNB5 OR56A1 DRD2 OR56A5 DRD4 OR56A4 
-3.0356648,6.160313,12.239491,4.1157165,mitotic sister chromatid segregation (GO:0000070),PLK1 SPAG5 INO80 KLHL22 SMC4 NSL1 SMC1A NDC80 ZW10 KIF18B KNSTRN CEP57L1 ESPL1 KIFC1 ZNF207 NUSAP1 CEP57 
-2.9010935,5.7923584,12.307318,4.2723217,establishment of mitotic spindle orientation (GO:0000132),GPSM2 ZW10 NDE1 HTT NUMA1 CDK5RAP2 PAFAH1B1 DCTN1 DYNLT1 CENPA SPDL1 NDC80 
-3.0588844,6.013736,12.232024,4.238219,attachment of spindle microtubules to kinetochore (GO:0008608),SGO1 KNL1 ABRAXAS2 TEX14 ZNF207 BUB3 AURKC AURKB NDC80 
-3.0722504,6.210864,12.399184,4.1084933,metaphase plate congression (GO:0051310),CENPE CENPF KIF22 KIF2B SPICE1 TRAPPC12 KIF2C CENPQ FAM83D GEM NDC80 
-3.0923548,6.294838,12.16782,3.8155763,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),CENPE CDT1 SEH1L MIS12 KIF2C CHAMP1 MAD1L1 CENPC NDC80 
-3.1501253,6.401091,12.314967,3.6906803,positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267),DYNC1LI1 GEN1 TPR PCID2 XRCC3 MAD2L1 NDC80 
-1.5108913,4.461037,13.1699095,6.082487,angiogenesis (GO:0001525),MED1 EGF TGFB2 SLC12A6 ANXA2 ITGA5 ATPIF1 VEGFC EIF2AK3 VEGFD IL18 SIRT1 PLXDC1 VEGFA VEGFB CEACAM1 ID1 LEP TEK TGFBI MYH9 S100A7 ADM2 ADAM8 SCG2 CXCL8 ENPEP ACVRL1 TMPRSS6 PLXND1 SERPINE1 NDNF PRKX THY1 RASIP1 DLL4 ATP5B KDR HOXA3 HOXA7 PROK2 JAM3 TBX1 JAG1 XBP1 MCAM C1GALT1 ERAP1 GDF2 VASH1 SRPK2 PGF PTK2 EPGN HAND1 NOV NCL ANG HOXB3 RAMP1 NOX1 RAMP2 FGFR2 NRP1 NRP2 ROBO4 CALCRL LAMA5 PDGFA SAT1 RORA HOXB13 RBPJ RNF213 ESM1 SOX18 HEY1 STAB2 SOX17 GJA5 HMOX1 PTK2B LEPR EPHB1 CCL2 ITGAV NRCAM AAMP EPHB3 EPHB2 APOD ADGRG1 EPHB4 
-3.9379296,3.6580856,13.732392,5.3706684,branching involved in blood vessel morphogenesis (GO:0001569),LEF1 NRP1 NOTCH4 SEMA3E CTNNB1 GDF2 NRARP TGFBR2 VEGFA DLL4 SFRP2 COL4A1 SHH ENG 
-2.744366,3.9853446,13.01388,6.988477,neuron migration (GO:0001764),NTRK2 CDKL5 MEF2C USP9X DNAAF4 ELP3 CCK PEX13 POMGNT2 DCDC2 PHOX2B TUBB2B CDK5 DDIT4 RAPGEF2 FGFR1 PAFAH1B1 DCX CDK5R1 FGF13 ADGRL3 LRP12 GPM6A NRP1 SEMA3A MDGA1 NDNF RELN DNER MARK1 SPOCK1 DISC1 NRCAM KIAA0319 MARK2 
-1.8304728,4.4758253,12.567674,5.959873,cell migration involved in sprouting angiogenesis (GO:0002042),NRP1 GPLD1 EGR3 SRF FGF2 NR4A1 ROBO1 VEGFA EFNB2 GREM1 SLIT2 KDR TDGF1 EPHB4 
-0.51645374,4.554651,11.018405,6.2052903,positive regulation of smooth muscle cell migration (GO:0014911),NRP1 PDGFRB CCL5 PDGFB IGF1 VTN 
-2.5833526,4.302699,12.886077,6.00946,nerve development (GO:0021675),NRP1 NRP2 SEMA3A DICER1 SEMA3F 
-2.2257576,4.0760465,12.810313,6.138862,retinal ganglion cell axon guidance (GO:0031290),NRP1 ALCAM SLIT2 PTPRM EPHB1 ROBO2 
-1.6422054,4.6850305,12.881516,5.769574,cellular response to hepatocyte growth factor stimulus (GO:0035729),NRP1 HGF SIRT2 TDGF1 BCAR1 
-1.7775018,4.3405094,12.736154,5.9998736,endothelial cell chemotaxis (GO:0035767),NRP1 PLEKHG5 EGR3 NOV RAB13 CORO1B NR4A1 VEGFA 
-1.49996,4.8678393,12.646197,5.529225,hepatocyte growth factor receptor signaling pathway (GO:0048012),NRP1 PAK1 HPN STMN1 MST1 HGF RAC1 MST1R MUC20 SIRT2 BCAR1 
-2.227659,4.318189,13.565001,6.012409,positive regulation of axon extension involved in axon guidance (GO:0048842),NRP1 SEMA5A DSCAM MEGF8 VEGFA 
-4.2629957,3.650721,14.777028,5.6077547,artery morphogenesis (GO:0048844),NRP1 TBX1 GJA5 ANGPTL3 NF1 HOXA1 HES1 ENG STRA6 SMAD7 TGFBR1 VEGFA 
-2.2795477,4.1709375,12.817495,6.126095,axon extension involved in axon guidance (GO:0048846),NRP1 NRP2 SEMA3A ALCAM SLIT2 SLIT1 SEMA3F SLIT3 
-1.7640702,4.6382074,12.174396,5.93943,positive chemotaxis (GO:0050918),NRP1 SEMA5A ANGPT1 TSC2 SCRIB CORO1A PTPRJ VEGFA FGF7 LGALS3 GPNMB FGF10 PLXNB3 SCG2 
