x,y,x,y,x,y,x,y,Name,Genes
-1.8975564,-13.916861,8.281489,-20.357092,33.391384,-10.172639,1.3734301,-18.664213,AP1 adaptor complex (human),AP1G1 AP1G2 AP1S1 AP1S3 LOC653653 AP1B1 AP1M1 AP1M2 
-1.771583,-12.4892,7.2729692,-20.143373,34.904728,-11.839897,1.0309267,-17.646612,CDH23-harmonin transmembrane complex (mouse),CDH23 USH1C 
-0.12474669,-20.673504,12.645212,-22.12028,31.920385,-10.970934,3.1357634,-21.59538,immunoproteasome (mouse),PSMB9 PSMB10 PSMA6 PSMA7 PSMB8 PSMA5 PSMB3 PSMA2 GM5406 PSMB4 PSMB1 PSMB2 PSMA1 GM6542 
4.1932907,-12.342633,12.634346,-14.613656,20.123777,-8.490162,6.355695,-11.610564,Mi-2/NuRD-MTA2 complex (human),MTA2 HDAC1 BCL6 MBD3 MTA3 
9.025062,-3.4509957,15.92247,-5.0615625,23.933659,0.41120097,15.392992,-17.0028,"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant) (human)",APH1A PSENEN PSEN1 NCSTN 
1.0120397,-14.3655815,12.208737,-11.920724,17.281176,-6.4900208,3.8839216,-14.994308,DNA polymerase alpha-primase complex (mouse),POLA1 POLA2 PRIM2 PRIM1 
-0.27134922,-14.957251,10.1683035,-17.284462,20.570698,-11.187997,3.667797,-16.809616,DNMT3B complex (human),HDAC1 SIN3A KIF4B DNMT3B SMC4 SMC2 SMARCA5 
-1.5985178,-13.615183,8.169005,-20.421497,33.460068,-10.396345,1.5309733,-18.495512,Rab5 GDP/GTP exchange factor complex (mouse),RABEP1 LOC100046940 
-0.9154301,-11.025096,7.381854,-21.747236,35.34955,-11.56316,1.7389743,-16.517115,CCT complex (chaperonin containing TCP1 complex) (mouse),CCT4 CCT3 CCT6A CCT2 TCP1 CCT8 CCT7 CCT5 
8.498323,-17.599573,17.911476,-15.140098,25.811863,-10.986603,11.049596,-14.952119,HDAC4-ERK1 complex (human),HDAC4 MAPK3 
8.535415,-17.578136,17.95105,-15.065943,25.74726,-10.996255,11.106642,-14.910406,HDAC4-ERK2 complex (human),HDAC4 MAPK1 
5.4260917,-12.578014,14.014188,-14.446926,20.103045,-7.0725656,7.5611773,-11.833159,SMRT complex (human),TBL1XR1 HDAC3 NCOR2 GPS2 TBL1X 
-2.3600264,-15.383978,7.9515376,-20.696465,33.515965,-10.804896,1.498388,-19.025742,AP3 adapter complex (human),AP3M2 AP3S1 AP3D1 AP3B2 AP3S2 AP3B1 AP3M1 
-1.0201488,-12.614938,7.7854595,-20.231571,33.303074,-11.383424,1.3826427,-18.34165,Interferon-stimulated gene factor 3 transcription complex ISGF3 (human),STAT1 STAT2 IRF9 
4.0851274,-12.317108,12.682903,-14.61218,20.011776,-8.352826,6.322302,-11.709042,Mi2/NuRD complex (human),MTA2 HDAC1 HDAC2 RBBP4 MBD3 RBBP7 CHD4 
-0.831521,-11.052139,7.121316,-21.89784,35.598705,-11.686038,1.180576,-16.02106,AP4 adaptor complex (human),AP4M1 AP4E1 AP4B1 AP4S1 
-0.90133923,-10.930083,7.2687125,-21.666206,35.457058,-11.434381,1.7000111,-16.284092,TSC1-TSC2 complex (human),TSC2 TSC1 
4.5999727,-18.56172,18.156332,-19.890657,30.164133,-10.248766,7.34731,-19.330275,nNos-Capon-Dexras1 complex (mouse),RASD1 NOS1AP NOS1 
6.0178747,-9.361408,15.30238,-11.368891,17.568865,-3.230081,8.664115,-9.172234,"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1) (human)",CUL7 FBXW8 RBX1 SKP1 
4.3022113,-12.915443,13.422565,-14.090649,19.37345,-7.7167845,5.901384,-12.299827,NUMAC complex (nucleosomal methylation activator complex) (human),SMARCD1 ACTB SMARCC1 SMARCC2 SMARCB1 SMARCE1 CARM1 ARID1A SCYL1 SMARCA4 
-0.49824566,-11.56264,7.241261,-22.07952,35.958923,-11.878645,1.822621,-16.329042,Nup 107-160 subcomplex (human),NUP107 SEH1L SEC13 NUP98 NUP43 NUP85 NUP133 NUP160 NUP37 
1.5656127,-14.546776,11.106295,-16.830782,33.26319,-10.770413,4.3849716,-15.312086,"FA complex (Fanconi anemia complex), cytoplasmic (human)",FANCA FANCC FANCF FANCG 
1.3348415,-16.502462,12.636488,-17.949892,23.689003,-8.394697,4.250536,-17.51133,CD28-transactivation complex (human),NCL CD28 
2.1725426,-15.686384,11.499342,-17.562023,18.711061,-10.556861,5.164453,-16.243351,Ku antigen-NARG1 complex (human),XRCC5 XRCC6 NAA15 
-1.510678,-13.483728,8.194043,-19.881945,33.450882,-11.028569,1.1615585,-18.705671,Anaphase-promoting complex (human),CDC23 CDC16 CDC27 ANAPC4 ANAPC5 ANAPC7 ANAPC10 ANAPC2 LOC100133898 
-1.4811908,-13.487509,8.189079,-19.900501,33.490593,-10.993752,1.1256143,-18.664923,Anaphase-promoting complex (mouse),CDC23 LOC100046211 CDC16 CCDC27 ANAPC4 ANAPC7 ANAPC1 ANAPC10 ANAPC2 
5.6419535,-14.507029,14.821202,-15.51875,21.848558,-6.555619,8.395724,-13.634009,p300-MDM2-p53 protein complex (human),EP300 TP53 MDM2 
3.9976697,-13.241468,12.33299,-14.88669,20.121098,-8.454768,6.2906685,-11.982841,hNURF complex (human),BPTF SMARCA1 RBBP4 RBBP7 
2.9699848,-13.483319,12.155346,-15.392398,20.509123,-9.014981,6.642675,-15.199668,Nucleolar remodeling complex (NoRC complex) (mouse),GM13034 BAZ2A 
-0.654419,-14.563218,9.7260275,-17.184061,20.96439,-11.871157,3.536906,-17.357344,Meiotic cohesin complex (mouse),REC8 GM8892 SYCP3 SMC1B 
3.473438,-13.93423,12.82775,-16.130342,21.118368,-9.342252,6.0467668,-14.048041,RNA polymerase II holoenzyme complex (human),TBP GTF2B GTF2H1 GTF2H3 GTF2F1 GTF2F2 GTF2E1 GTF2H4 GTF2E2 POLR2A POLR2B POLR2C ERCC2 POLR2D POLR2E ERCC3 POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K GTF2H2B POLR2L 
3.3823185,-13.948196,12.837207,-16.1584,21.110956,-9.434209,6.001213,-14.064828,RNA polymerase II core complex (human),POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L 
-0.869285,-14.012825,8.619661,-19.05022,22.261734,-9.12412,7.149897,-15.179363,Srf-myogenin-E12 complex (mouse),MYOG SRF TCF3 
-1.8099672,-13.335532,7.944607,-19.441109,31.702608,-8.411856,1.6286007,-18.623653,"Fertilin complex (Adam1b, Adam2) (mouse)",ADAM2 ADAM1B 
-0.304197,-11.573099,5.945337,-20.668455,35.24103,-11.652122,0.38109103,-16.910383,Prefoldin complex (human),VBP1 PFDN1 PFDN2 PFDN4 PFDN5 PFDN6 
-0.6038535,-11.005284,6.6827207,-22.131979,35.830814,-12.109357,1.3962268,-16.123148,SNAPc (small nuclear RNA-activating protein) complex (human),SNAPC2 SNAPC3 SNAPC4 SNAPC5 SNAPC1 
4.044204,-15.236219,14.015256,-16.406797,22.250147,-7.908366,6.7846713,-16.54619,"Polycomb repressive complex 1 (PRC1, hPRC-H) (human)",PHC1 RNF2 CBX8 PHC3 PHC2 CBX4 RING1 CBX2 BMI1 SMARCA5 YY1 SCMH1 HSPA1B 
8.13694,-17.774775,17.98481,-15.567097,26.377115,-10.802121,8.048591,-19.169657,GPR56-CD81-Galphaq/11-Gbeta complex (human),GNB1 GNA11 GNB3 CD81 GNB2 GPR56 GNAQ GNB4 
-0.19906509,-11.188274,6.532349,-21.983116,35.89407,-11.982464,1.2662266,-15.844374,GPI-GnT activity complex (human),PIGC PIGA PIGQ PIGH 
-1.3905759,-12.999121,7.12051,-20.425701,33.845154,-11.984109,1.3957943,-17.543793,Lymphotoxin beta receptor complex (human),LTBR LTB LTA 
-0.31288615,-11.12839,7.056584,-22.050947,35.841312,-11.783187,1.1979331,-15.89675,Rnase/Mrp complex (human),POP7 RPP40 POP5 POP4 RPP30 RPP21 POP1 RPP25 RPP14 RPP38 
-0.32026017,-11.061601,6.542439,-22.08015,35.889683,-11.791487,1.4404329,-15.819287,NDC80 kinetochore complex (human),SPC24 NUF2 SPC25 NDC80 
-1.2267675,-12.686392,7.4957156,-20.854244,33.57186,-11.509081,1.2311418,-18.27079,PIDDsome complex (human),LRDD CRADD CASP2 
1.8610452,-15.381953,11.072072,-17.587599,18.23872,-10.583837,4.841419,-15.821814,Telosome complex (human),ACD LOC646359 TINF2 TERF2 TERF2IP POT1 
2.4903316,-13.174299,11.93017,-13.478071,21.968431,-8.9842005,7.067497,-14.87477,E-box sequence-binding complex (human),LMO2 BEX2 LDB1 NHLH2 
12.057954,-13.769183,21.242619,-15.531161,28.95976,-4.7982388,14.487472,-11.795971,Sos1-Abi1-Eps8 complex (mouse),ABI1 EPS8 SOS1 
9.060758,-3.41674,15.868499,-5.11743,23.984922,0.3592464,15.394688,-16.998217,"CD147-gamma-secretase complex (APH-1a, PS-1, PEN-2, NCT variant) (human)",APH1A PSENEN BSG PSEN1 NCSTN 
-1.6462361,-14.244813,9.048469,-19.74466,31.953957,-10.0314045,1.9582654,-17.726662,APP-FE65-LRP complex (human),APP LRP1 APBB1 
-1.8827697,-13.875659,8.193804,-20.370243,33.41482,-10.180128,1.4396347,-18.612623,Gamma-BAR-AP1 complex (human),AP1G1 AP1G2 AP1S1 AP1S3 LOC653653 AP1B1 AP1AR AP1M1 AP1M2 
7.8051667,-13.875205,16.77556,-14.489301,23.528376,-4.7951803,9.851558,-13.082311,Src-dynamin-synapsin complex (mouse),SRC DNM1 DNM2 SYN1 
4.195535,-12.922687,13.278458,-14.031743,19.330545,-7.7825556,5.8736897,-12.233384,PBAF complex (Polybromo- and BAF containing complex) (human),SMARCD1 ACTB SMARCC1 SMARCC2 SMARCB1 PBRM1 ACTL6A ACTL6B SMARCE1 ACTG1 SMARCA4 ARID2 
3.4697723,-13.915905,12.743566,-16.192787,21.05616,-9.323405,5.985826,-14.11162,TFIIE complex (human),GTF2E1 GTF2E2 
3.4255888,-13.873019,12.744526,-16.056345,21.10434,-9.285777,5.961707,-13.976572,TFIIF complex (transcription factor IIF) (human),GTF2F1 GTF2F2 
5.861708,-14.000745,15.143341,-14.906378,21.266684,-6.6350436,8.356826,-13.156873,Src1-Ep300-Crebbp complex (mouse),CREBBP EP300 LOC100044566 
3.5460327,-16.711203,13.324031,-18.78762,23.35765,-10.132504,6.6823597,-16.184975,Retrotranslocation complex (human),GEMIN4 SYVN1 DERL1 
-0.3748657,-14.970989,10.0359125,-17.408384,20.57007,-11.346968,3.4924765,-16.84886,Condensin I complex (human),NCAPG NCAPH NCAPD2 SMC4 SMC2 
-0.3037171,-15.015387,10.03572,-17.497772,20.506708,-11.343247,3.536476,-16.808842,Condensin I-PARP-1-XRCC1 complex (human),PARP1 NCAPG XRCC1 NCAPH NCAPD2 SMC4 SMC2 
-0.35866553,-14.986785,10.089226,-17.35818,20.56808,-11.356159,3.5493865,-16.844982,Condensin II (human),NCAPH2 NCAPG2 NCAPD3 SMC4 SMC2 
1.3899562,-16.335186,12.500986,-17.849482,23.52236,-8.432518,4.3006406,-17.2884,SWAP complex (mouse),SWAP70 NCL PARP1 GM9118 
0.01678705,-19.268211,10.670086,-22.162376,32.697456,-11.899161,4.4909425,-20.54138,Conserved oligomeric Golgi (COG) complex (human),PDF COG7 COG6 COG5 COG4 COG3 COG2 COG1 
3.0918074,-15.498592,10.78337,-16.734495,19.98474,-9.678381,5.8057714,-16.291563,Cohesin-SA1 complex (human),STAG1 RAD21 SMC1A SMC3 
3.096267,-15.469988,10.754802,-16.7227,19.973028,-9.686508,5.801856,-16.296019,Cohesin-SA2 complex (human),RAD21 STAG2 SMC1A SMC3 
-2.2325943,-12.903347,8.237681,-20.351114,32.339073,-11.472273,10.073337,-19.604746,"Protein-sorting complex (Stam2, Hgs, Eps15) (mouse)",HGS EPS15 STAM2 
2.6932406,-15.126193,12.094023,-16.928463,19.858616,-10.422796,5.6613483,-15.425582,MRN complex (MRE11-RAD50-NBN complex) (human),NBN MRE11A RAD50 
-1.8499036,-13.246397,7.6570044,-20.074015,34.275692,-11.352504,1.1166956,-18.31484,OGT-TRAK1-TRAK2 complex (human),OGT TRAK2 TRAK1 
-1.071736,-16.032255,9.87648,-20.682333,32.845165,-10.395417,2.2812433,-19.389996,PNUTS-PP1 complex (human),PPP1R10 PPP1CA 
-0.11367867,-20.649914,12.61291,-22.094282,31.931143,-10.973385,3.1440022,-21.579699,26S proteasome (human),PSMD13 LOC643668 PSMB7 PSMA6 PSMA7 PSMC6 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMC5 PSMA3 PSMB1 PSMC2 PSMC3 PSMD4 PSMB2 PSMA1 LOC652826 
4.5383143,-16.141691,14.473125,-18.190687,25.853844,-7.939037,7.1351786,-17.096106,Wave-2 complex (human),CYFIP1 ABI1 NCKAP1 C3ORF10 WASF2 
4.536249,-16.126823,14.46803,-18.183157,25.799006,-7.974957,7.115418,-17.162718,Wave-2 complex (Rac-activated) (mouse),CYFIP1 ABI1 NCKAP1 RAC1 WASF2 
4.536748,-16.138035,14.459281,-18.177826,25.838226,-7.9479823,7.157196,-17.109625,Wave-2 complex (mouse),CYFIP1 ABI1 NCKAP1 WASF2 
4.2247157,-12.920221,13.37241,-14.075978,19.327513,-7.738608,5.9874387,-12.201006,BAF complex (human),SMARCD1 SMARCC1 SMARCC2 SMARCB1 ACTL6A ACTL6B SMARCE1 ACTG1 ARID1A ARID1B SMARCA2 SMARCA4 ACTB 
-0.999721,-11.608515,6.6093974,-21.200335,35.309265,-12.403477,0.99374455,-16.49595,Mitotic checkpoint complex (MCC) (human),BUB1B BUB3 MAD2L1 CDC20 
-0.13285436,-20.668516,12.592219,-22.083815,31.923729,-10.977773,3.1338742,-21.574532,20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1 
-0.12078398,-20.651764,12.626371,-22.113777,31.95538,-10.963706,3.1384187,-21.593634,PA28-20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1 PSME2 PSME1 
-0.10633122,-20.624805,12.567556,-22.072382,31.974993,-11.000232,3.1432045,-21.539736,PA700-20S-PA28 complex (human),LOC643668 PSMA6 PSMA7 PSMC6 PSMA4 PSMA5 PSMA2 PSMC5 PSMA3 PSMC2 PSMC3 PSMA1 PSME2 PSME1 PSMD11 PSMD10 PSMD13 PSMD12 PSMD14 PSMB7 PSMD9 PSMD7 PSMB5 PSMD8 PSMB6 PSMD5 PSMB3 PSMB4 PSMD6 PSMB1 PSMD3 PSMD4 PSMB2 PSMD1 PSMD2 LOC652826 
-0.117097124,-20.651728,12.603323,-22.094257,31.965437,-10.983139,3.1254826,-21.560593,PA28gamma-20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1 PSME3 
3.568638,-14.672376,12.962151,-16.720474,20.79271,-10.003787,6.388648,-14.713786,HUIC complex (human),BRCA1 BARD1 
7.5563793,-9.47689,16.55634,-10.661207,19.177452,-2.8321726,8.7435465,-7.5352774,"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB2 
7.5624194,-9.465456,16.585789,-10.621987,19.176994,-2.8328164,8.773015,-7.5028324,"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB1 
7.540988,-9.487631,16.549625,-10.63633,19.160551,-2.8203158,8.744227,-7.53034,"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB6 
7.5874453,-9.443045,16.585949,-10.62172,19.182978,-2.8321083,8.768648,-7.509121,"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 ASB7 RNF7 TCEB2 TCEB1 
7.5600314,-9.467786,16.568947,-10.641283,19.183102,-2.8322608,8.767675,-7.5085864,"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 ASB12 TCEB2 TCEB1 
-0.1352036,-15.099454,9.922014,-17.700539,20.279797,-11.330001,3.448368,-16.679916,DNA ligase IV-XRCC1 complex (human),XRCC1 LIG4 
7.5242896,-9.491727,16.544697,-10.6404295,19.155724,-2.830366,8.753469,-7.538657,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1) (human)",WSB1 CUL5 TCEB2 TCEB1 RBX1 
-0.7491375,-11.191261,6.958687,-22.139563,35.51672,-11.619008,1.0999932,-15.996949,PDZK1-NaPiIIa-MAP17 complex (mouse),SLC34A1 PDZK1 PDZK1IP1 
6.431431,-9.675899,15.745415,-11.243339,18.014034,-3.1392999,8.726784,-8.76683,CAND1-CUL1-RBX1 complex (human),CAND1 CUL1 RBX1 
2.3934577,-16.122177,12.24886,-17.792608,22.84607,-8.376111,4.943849,-16.886578,ARF-Mule complex (human),CDKN2A LOC440577 HUWE1 
6.453562,-9.676787,15.78907,-11.216853,18.108147,-3.1270833,8.725798,-8.723717,CAND1-CUL2-RBX1 complex (human),CAND1 CUL2 RBX1 
6.510392,-9.729794,15.841027,-11.222415,18.169401,-3.1111007,8.739738,-8.714155,CAND1-CUL3-RBX1 complex (human),CAND1 CUL3 RBX1 
6.579359,-9.853645,15.908218,-11.202621,18.259762,-3.1197245,8.65625,-8.586645,CAND1-CUL4A-RBX1 complex (human),CUL4A CAND1 RBX1 
6.5442557,-9.788737,15.917396,-11.240589,18.191872,-3.1207867,8.720408,-8.65255,CAND1-CUL4B-RBX1 complex (human),CUL4B CAND1 RBX1 
6.1305666,-9.516335,15.345858,-11.5538845,17.696049,-3.3318644,8.78331,-9.303722,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1) (human)",CUL1 BTRC SKP1 
0.6259843,-16.091436,9.229931,-12.652112,13.842003,-7.101046,2.753794,-17.214575,NAT complex (human),MED23 CDK8 MED14 MED21 MED10 CCNC MED6 
0.5667412,-16.05783,9.215677,-12.655543,13.813913,-7.124708,2.7571783,-17.233646,Mediator complex (human),MED1 CDK19 MED4 MED9 MED13L MED28 MED6 MED7 MED8 MED29 MED24 MED23 CDK8 MED26 MED25 MED20 MED22 MED21 LOC100134189 CCNC MED17 MED16 MED19 MED18 MED13 MED12 MED15 MED14 MED31 MED30 OPA1 MED11 MED10 
0.59347975,-16.095503,9.240115,-12.676006,13.782014,-7.1534486,2.7785578,-17.28557,ARC complex (human),MED1 ACAD8 MED4 CCNC MED17 MED6 MED7 MED8 MED24 MED13 MED12 MED23 CDK8 MED26 MED15 MED14 MED25 MED21 
3.5585485,-15.224317,12.153415,-15.331335,20.307947,-9.070987,6.2903457,-16.415926,HuCHRAC complex (human),CHRAC1 POLE3 BAZ1A SMARCA5 
3.5669074,-15.213478,12.086731,-15.400591,20.345741,-9.053879,6.2971535,-16.393822,WICH complex (human),BAZ1B SMARCA5 
4.2558794,-12.976528,13.356853,-14.0804205,19.37705,-7.7393303,5.9355707,-12.205211,SWI-SNF chromatin remodeling-related-BRCA1 complex (human),SMARCC1 SMARCD2 SMARCC2 SMARCB1 ACTL6A SMARCE1 BRCA1 ARID1A ARID1B SMARCA2 SMARCA4 
4.668184,-12.512472,13.166151,-14.7618885,20.292809,-7.7889338,6.7192807,-12.024326,Sin3-Hdac1-Sds3 complex (mouse),SIN3B SUDS3 GM4864 
-0.4999288,-11.452423,6.6962366,-21.86739,35.41183,-12.039232,1.2431165,-16.222782,BRCA1-CTIP-ZBRK1 repressor complex (human),ZNF350 BRCA1 RBBP8 
3.4974136,-14.799225,12.888622,-16.797935,20.652124,-9.974669,6.374341,-14.766419,BRCA1-BACH1 complex (human),BRIP1 BRCA1 
1.3235475,-13.668114,12.853951,-11.432345,17.638866,-5.8563943,3.9905975,-14.1317215,RalBP1-CDC2-CCNB1 complex (human),CCNB1 LOC100129773 CDK1 
1.6845254,-14.553448,11.315657,-16.728611,18.804638,-10.026713,4.635438,-15.144496,BRAFT complex (human),FANCL BLM MLH1 RMI1 TOP3A RPA2 RPA3 FANCA RPA1 FANCC FANCF FANCE FANCG 
1.8818067,-14.596333,11.429607,-16.639605,18.88143,-9.942682,4.8761373,-15.01007,BLM complex III (human),BLM MLH1 RMI1 TOP3A 
1.2977539,-13.658298,12.853212,-11.425874,17.600391,-5.814627,3.9769766,-14.148711,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex (human),CCNB1 LOC100129773 AP2A2 AP2A1 EPN1 NUMB 
7.412512,-11.375512,17.152052,-12.839378,21.517776,-4.098863,11.184805,-12.821276,Caspase-2-TRAF2-RIP1 complex (mouse),RALBP1 CASP2 TRAF2 
-0.457941,-12.442415,8.670645,-18.469269,33.565193,-9.373434,1.9898617,-16.949425,BCDX2 complex (human),RAD51C RAD51L1 RAD51L3 XRCC2 
-0.46835867,-12.455219,8.628374,-18.471355,33.569145,-9.385069,1.8729303,-16.97476,RAD51C-XRCC3 complex (human),RAD51C XRCC3 
-1.3096094,-12.757503,7.458583,-20.675837,34.915897,-11.440372,0.94948035,-17.13663,TBPIP/HOP2-MND1 complex (human),PSMC3IP MND1 
-0.501564,-12.452855,8.6136675,-18.523623,33.57818,-9.382183,1.907646,-16.939606,RAD51B-RAD51C complex (human),RAD51C RAD51L1 
-1.3051149,-12.232889,7.1644263,-20.984625,35.120052,-11.557719,0.9674255,-16.941143,Hop2-Mnd1 complex (mouse),PSMC3IP LOC100044491 
-0.44674656,-12.436035,8.6738205,-18.46448,33.572147,-9.36868,1.9425681,-16.939072,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex (human),RAD51C RAD51L1 RAD51L3 XRCC3 XRCC2 
2.708902,-15.119946,12.097323,-16.938534,19.89079,-10.403413,5.690604,-15.3890505,R/M complex (RAD50-MRE11 complex) (human),MRE11A RAD50 
4.14289,-12.121801,12.712004,-14.724188,20.16719,-8.313193,6.293517,-11.735303,ATR-ATRIP complex (human),ATR ATRIP 
0.60521054,-14.479733,11.966054,-11.594726,16.937141,-6.3704705,3.6636777,-15.361775,RAD17-RFC complex (human),RFC4 RFC5 RFC2 RFC3 RAD17 
-2.2903917,-15.619369,8.250524,-20.723576,33.331654,-10.559721,1.6587099,-19.40081,Dysbindin-pallidin-muted-beta-dystrobrevin complex (mouse),PLDN DTNB DTNBP1 MUTED 
0.4371035,-14.444991,11.784787,-11.53997,16.850218,-6.36912,3.526427,-15.489157,RAD17-RFC-9-1-1 checkpoint supercomplex (human),RFC4 RFC5 RFC2 RFC3 HUS1 RAD17 RAD1 RAD9A 
4.4102345,-16.451912,13.920439,-18.480455,24.882639,-9.101129,7.431983,-16.896605,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex (human),PDIA3 HSPA8 HMGB2 HMGB1L10 GAPDHL6 
3.236085,-15.318518,12.222097,-15.081947,20.109343,-9.092741,5.8921795,-16.222052,SNF2h-cohesin-NuRD complex (human),HDAC1 HDAC2 MBD2 MBD3 BAZ1A CHD3 SMC1A SMARCA5 SMC3 STAG1 RAD21 STAG2 MTA1 MTA2 RBBP4 RBBP7 
0.58118564,-16.115826,9.235373,-12.673831,13.791174,-7.1424117,2.7365777,-17.216562,CRSP complex (human),MED24 MED1 MED23 MED26 MED15 MED14 MED25 MED21 MED17 MED6 MED7 
2.1914108,-14.318599,11.74275,-16.228497,19.084217,-9.527732,4.947195,-14.649161,PCNA-MLH1-PMS1 complex (human),PCNA MLH1 PMS1 
2.3055966,-14.261583,11.850586,-16.320076,19.19449,-9.620663,5.152898,-14.68364,PCNA-MSH2-MSH6 complex (human),PCNA MSH6 MSH2 
0.58277416,-16.091227,9.236607,-12.668569,13.773178,-7.1255713,2.7982445,-17.270954,ARC-L complex (human),MED1 CCNC MED17 MED6 MED7 MED24 MED13 MED12 MED23 CDK8 MED15 MED14 MED25 MED21 
1.0753405,-14.2731905,12.1714735,-12.039337,17.328365,-6.594711,3.9978752,-14.874436,DNA polymerase delta complex (mouse),POLD4 POLD1 POLD2 POLD3 
1.047946,-14.315013,12.174309,-11.984672,17.318285,-6.58978,4.007577,-14.880496,PCNA-DNA ligase complex (mouse),LOC100046823 LIG1 POLD2 POLD3 
1.1588588,-14.310075,12.203385,-12.018047,17.379236,-6.6494517,4.157107,-14.765087,PCNA-DNA polymerase delta complex (human),PCNA POLD4 POLD1 POLD2 POLD3 
