x,y,Name,Genes
6.5819383,3.5769942,Age when periods started 2714,PTPRN2 TFAP2B C11ORF63 CA10 TLE1 PCGF5 LMO3 CADM1 FBXO11 SMARCA2 SYTL4 LRP1B PML OLFM3 GNPDA2 LIN28B MAPKAPK3 GTF2IRD2 STAMBP BRWD1 PDE7B C11ORF5
5.621937,0.709962,Alcohol intake frequency 1558,RBFOX1 CADM2 KLHL29 VRK2 DHX40 FOXP1 RRAGB CIRH1A BRE GTF2IRD2 FILIP1 AGR
4.0834255,-1.1121762,Alcohol intake vs previous 10 years 1628,KLB HIBADH NEGR1 ADH1B TMEM182 UNCX CLU ELAVL2 PTPRF PLEKHN1 EIF4E IP6K1 RBM6 AGRN HNRNPA
4.193886,-0.37914783,Alcohol usually taken with meals 1618,BARHL2 RABGAP1L DCC LIMK1 CTTNBP2 TTLL11 CELF4 HTR2C LHFPL3 POU3F2 PJA1 DARS2 METTL21A FOXP1 METTL15 CDH11 MED10 BEND4 ARPP21 LONRF2 LGALS8 ZNF500 YPEL
2.8350048,2.3358247,Alzheimer's disease/dementia in father 20107 10,OSBPL3 P2RY1 NPHP4 APOE C2orf9
3.127601,2.12577,Alzheimer's disease/dementia in mother 20110 10,ADAMTS4 APOC1 ABI3 UNC5CL ZFAND6 MRPL39 APOE PVRL
2.816602,2.3150303,Alzheimer's disease/dementia in siblings 20111 10,ZFAND2B C10ORF76 APOE TUT1 RAB6
3.9598992,-1.1189028,Amount of alcohol drunk on a typical drinking day 20403,KLB ADH1B KANSL1 EIF4E SNX10 AKAP
6.3909774,2.5518413,Ankle spacing width 3143 raw,SND1 CADM2 TYW3 DICER1 SOX11 C14ORF159 CPEB2 CPEB4 SKAP2 ASTN2 HSPA1
3.8701692,-0.1681977,Any ICDMAIN event in hilmo or causes of death ICDMAIN ANY ENTRY,MLLT10 SKIDA1 NOC3L CENPC PCDH1
4.1560354,0.89435375,Any mental disorder KRA PSY ANYMENTAL,SLC15A1 COQ2 KIRREL3 NCAPG
5.390174,-1.4030707,Arthropathic psoriasis L12 PSORI ARTHRO,HLA-DRB5 HLA-DRA SKIV2L MIC
2.7285295,-0.13649221,Arthrosis M13 ARTHROSIS,EIF5A2 SLBP COL27A1 DNAH2 TGFA KLHL25 GATA4 SLC30A10 CTGF CLDN23 FAT1 COL11A1 FILIP1 DZIP1 XKR
3.4803739,-1.4828186,Asthma hospital admissions 1 ASTHMA HOSPITAL1,HLA-DQB1 LHFPL3 HLA-B GATA
3.4918637,-1.5415708,Asthma J10 ASTHMA,HLA-DQB1 LHFPL3 HLA-B GATA
3.553327,-1.516102,Asthma J10 ASTHMA MAIN,HLA-DQB1 LHFPL3 HLA-B GATA
4.378227,0.9717906,Attenpted fluid intelligence test 4924,MRP63 ANXA5 DEK LSAMP KLHL5 SMARCA2 SNAP91 POU6F2 SEZ6L FAM133A TMX3 PIK3CA GNAO1 ARL4A POM121L12 CCL28 ARHGEF
6.920742,2.790695,Automated pulse rate reading 102 raw,TMEM194B ACTN4 SFMBT1 ENTPD6 ACTN2 CACNA2D1 MED13L ISL1 C14ORF159 PML CAPN12 KIAA0922 SCN10A ASF1A C19ORF47 MXRA7 HNRNPD RNF220 ALG10
3.9605563,-0.9124268,Average champage/white wine intake 1578,NSF CRHR1 KANSL1 VWC2
5.4254436,0.7421487,Average total household income before tax 738,PLCL1 RHOA TLE4 CENPW PDHA2 CADM2 SGIP1 KLHL29 ARAP3 PARD3B SMARCA2 LRRC37A GULP1 LRP1B FOXP2 FOXP1 PTPRF NCR3 UBOX5 NUPR1 FSHR FAM84B LRRN2 GLCCI1 TNIK TNRC6A IFT46 PPI
4.2737665,-0.74052846,Average weekly beer/cider intake 1588,BARHL2 SMIM15 FTO NFIX ZNF462 YTHDF3 NEGR1 ADH1B JMJD1C HMGB1 DNAJC16 IQCJ-SCHIP1 DPP6 CAMKV CYP1A
4.528733,-0.34136018,Average weekly red wine intake 1568,BARHL2 DPP10 FTO CTNND1 CADM2 ADH1B PRCD CXXC4 TAS2R38 POU3F2 CAMKMT FOXP1 SCAMP5 AGBL1 DMRTA1 NRBF2 RIOK3 SLC29A2 SCN2
5.2731457,-0.50696784,Average weekly spirits intake 1598,FTO TAS2R30 LRFN5 STRB
5.786603,-0.64058006,Avoided activities or situations because of previous stressful experience in past month 20495,SLC24A2 MAS1L CITED2 MFI2 ZFAT PLEKHA6 PPFIA2 TRIM26 AIPL1 HDAC9 ROBO
3.2003572,0.39018747,Back pain in last month 6159 4,SLC38A2 SURF4 HTRA1 EFNB2 VAMP1 SPOCK2 SLITRK6 MARK4 SOX5 CHST3 C8ORF34 PABPC4
4.1550484,-0.43481383,Bacon intake 103070,LYNX1 ALG1L NPCDR1 CCDC178 COX7C MEF2C RALGAPA1 ANKS3 SYCP1 TNKS C1ORF143 ACTR3B TDRD3 DPP6 ARHGAP21 ZFAT ILDR1 TYW1 BDKRB
7.6688657,2.2485535,Basal metabolic rate 23105 raw,HEXIM2 HEXIM1 CADM2 DICER1 HPCAL1 FRS2 C20ORF26 ISL1 SKAP
4.9362507,-0.6854173,Basophill count 30160,CCR1 NAA30 DEFA5 PLCL2 LARP4B DEFA1 AZU1 PRKAB1 PPP2R5A SPIDR APBB1IP DARC CDK6 HLA-DRA ZYX BCL2 GLCCI
6.435695,1.5039353,Basophill percentage 30220 raw,PTPRN2 RBFOX1 EPHA7 ZNF284 CELA1 ACSL5 SOX11 SCD ARMC1 GLOD5 RABL
2.4988678,0.1433766,Beef intake 103020,DHRS12 WASF3 NAA60 NFE2L
5.020107,-0.3233948,Beef intake 1369,FOXP1 FTO NEGR1 NRBF2 CCDC171 IER5L POLR3H TCF4 HIST1H2B
3.9007423,-1.0203807,Been injured or injured someone else through drinking but not in the last year 20411 1,ADH1B SLCO3A1 RFX3 DMD ADAMTS9 SH3BG
4.5045815,1.5901765,Been involved in combat or exposed to war-zone 20527,GABRA3 ZCCHC13 NDUFA4 ANXA1
5.828194,1.5753677,Beer/cider intake 100710,NTRK2 PPP1R14C SMARCA1 ANKRD28 KCNB2 FBXW8 SPATS2 FCRL5 CARD8 ARMC2 DIAPH2 MARCH1 MEX3C RSPH3 DMXL2 RAD17 FAT3 DCHS2 MSTN PKN2 SUCLG1 FR
3.3936257,0.2335849,Belittlement by partner or ex-partner as an adult 20521,CSGALNACT1 DNAH5 ELMO1 OR2J
6.3755293,0.8310577,Bilateral oophorectomy 2834,ARL14EP SCGB1C1 GSDMC TERT GREB
5.968838,0.4352278,Birth weight 20022 raw,IAH1 WSB1 PLEKHA1 EBF1 KLHL29 KLHL24 CDKAL1 WT1 MYL2 BRWD
6.187935,0.17789562,Birth weight of first child 2744,LMO1 ZFHX4 DUSP1 ITGA4 EBF1 HMGA2 TET2 CRIM1 G6PC2 WT1 MTNR1B IL6 TRAFD1 PAH AGTR2 FKBP5 GPR12
4.914043,2.9023604,Black hair 1747 5,CDT1 MAP3K1 NCOA6 ARL15 IL16 UQCC1 TET2 AP1B1 GPR98 GOLGA8M TYR ILF3 C20ORF24 PAX3 RUNX3 TPCN2 KITLG IRF4 SP2 NT5C1B PXMP4 SP6 ZNF831 SIK1 SKAP1 EPHA4 C11ORF5
3.0356822,0.9396259,Bleeding gums 6149 3,C14ORF2 NUF2 FTCDNL1 SORCS
4.9913235,2.5868359,Blonde hair 1747 1,ARL15 WDPCP RUNX1 MED13L C20ORF24 SYTL3 FRAS1 CPEB1 ZSCAN21 CDK14 ZNF831 SIK1 SKAP1 EPHA
7.1793084,1.7659656,Blue cheese intake 102840,CPSF6 RBFOX1 STARD8 MPEG1 ARID3A HPCAL1 VRK1 DAW1 TBR1 FAH RAB30 FOXP1 MTAP RUFY1 TUSC1 AMOTL1 BCOR CLEC4G BRWD3 DSC3 GOLGA8
7.2866077,3.1397824,Body fat percentage 23099 raw,RBFOX1 LUM ZNF165 CADM2 LRRC37A2 OPTC ISL1 HNRNPD TARS2 ASB4 SKAP1 CPEB
7.587501,3.2611647,Body mass index (BMI) 21001 raw,ZNF165 CADM2 PCGF5 CACNA2D2 CADM1 RC3H1 OPTC ISL1 BTBD11 GTPBP2 CHFR MEX3A HMBS TEF SKAP
7.613196,3.2128398,Body mass index (BMI) 23104 raw,ZNF165 CADM2 PCGF5 CACNA2D2 CADM1 RC3H1 OPTC ISL1 GTPBP2 CHFR MEX3A HMBS TEF SKAP
5.159176,1.7515979,Both eyes affected by hypermetropia 5832 3,FAM167A SORCS1 HCN1 ISL1 MORC1 MOB3
5.430211,1.6082456,Both eyes affected by myopia 5843 3,NRSN1 TBATA USP9X MAGEB18 NRG1 ZFC3H1 DNAH17-AS1 CBLB VAV1 C12ORF75 C2orf91 KRTAP19-8 SNCAIP LYPD6
4.9632044,2.2136421,Both eyes affected by presbyopia 5610 3,GYPB WRN URI1 SLCO5A1 NGDN ERMARD FAT3 KLHL3 MED13L CORI
6.431882,1.8882753,Both eyes present 5182 1,UNC13C RBFOX1 PRELID2 NKX2-8 CADM2 BTBD16 MCTS1 DNAAF1 C9ORF47 C12ORF74 GAPVD1 TMEM82 GRIN3A FAM133A CPEB1 XPNPEP1 POLR3C SPINT2 AGTR2 AGTR1 DCHS1 CPEB3 PTF1
4.9924846,-0.22785564,Bread intake 1438 raw,ZNF365 EGR2 TENM2 SYT4 ZRANB3 CADM2 GBE1 DENND1A BTN1A1 CTNND2 ABCB9 HLA-A SNX17 DPYD PRKAR2B SIX3 DNAJC22 FAM186B MCM6 TOP1 OR6B
3.8519568,2.5899947,Breast cancer in mother 20110 5,PTHLH TOX3 ZMIZ1 CCND1 CHD6 CCDC170 MRPS30 KCNN4 R3HDM2 TTC28 NTN
3.9321122,2.6688027,Breast cancer in siblings 20111 5,RAD51AP2 TOX3 CCND1 NRXN3 RAB27B GLS CDH1
5.978544,-2.1514792,Bring up phlegm/sputum/mucus on most days 22504,MUC2 FUT2 SLC25A37 HLA-DRB
3.4637508,1.467182,Butter/spreadable butter used 1428 1,LRRIQ3 PMM1 IRF2BP2 OR51L1 LSAMP DCDC1 ZEB2 APOC1 EP300 CCDC171 APOE B4GALNT2 LP
7.145248,-0.15311502,C MALE GENITAL,BIK IRX4 TET2 KRT8 BHLHA15 HNF1B FOXP4 TH DLG3 SPINT2 CHMP2B TAB3 ITGA6 MUC2
5.5294995,-1.8685546,C PRIMARY LYMPHOID HEMATOPOIETIC,EOMES TERT ATF6B FIGN AP3B2 MICA EFTUD1 HLA-DQA
3.7034168,0.9707803,C RESPIRATORY INTRATHORACIC,DLC1 MEGF10 MICAL3 CSMD1 ZNF73
4.467693,3.2145293,C SKIN,ZFHX4 KRT5 RIPK4 GPX4 ZBTB10 THNSL2 TYR TRPC4AP FOXP1 ALS2CR12 IRF4 FGFR1OP CHMP4B CPVL RHOU RBMS3 TP5
5.273284,3.5620785,C STROKE,COL5A1 DEFB112 PITX2 LMBR
3.254783,1.4256549,Cake intake 102190,GALNT13 UBLCP1 CDH13 CSTF2 PPARGC1A BEST3 CSMD
3.983277,1.0504088,Calcium intake 100024 raw,DPP10 TENM3 KCNE4 CELF2 SDC4 ADCY2 SERPINB8 TMEM159 H1F0 B3GALT1 MDFIC SNTG2 GALNTL6 KRAS LPHN3 CKL
3.9200513,2.6790636,Cancer diagnosed by doctor 2453,ASIP HNF1B ATXN7L3B DEF8 TYR HOXB13 TTC28 TOX3 CCND1 NEK10 FGFR2 POU5F1B HLA-DRB
2.900774,-0.0050646104,Cancer year/age first occurred 84 raw,EFNB2 CDCA7L CEACAM1 TRAF5 MTX3 TNFAIP8 CALN1 CTS
4.083638,1.2215484,Carbohydrate intake 100005 raw,DPP10 C11ORF63 TENM3 POPDC2 C11ORF70 MRPL39 FOXK2 SDK1 MAF CNKSR2 ST7L C1D B3GALT1 GALNTL6 STT3B TACC2 LPHN3 DSC1 PATZ
3.8550622,0.8855421,Cardiac arrhytmias COPD co-morbidities CARDIAC ARRHYTM,ERRFI1 ZFHX3 WIPF1 GBF1 CAV1 PKD2L2 TTN TBX5 METTL11B FBXO32 RPL3L TMIGD2 SH3PXD2A NEURL1 SPATS2L SCN5A C9ORF3 KCNN3 CASQ2 PITX2 FGF13 MYH6 PPFIA
4.3060093,1.2545853,Carotene intake 100019 raw,CHID1 RNF13 DAPK1 GALNTL6 PAX1 TRPM5 ARHGAP
4.65084,-1.2665808,Carpal tunnel syndrome G6 CARPTU,ADAMTS17 PNPT1 KIAA1715 AOC1 C6ORF10 GRIK2 AQP6 SMAD6 R3HCC1L ADAMTS1
6.15719,0.5805739,Cataract 6148 4,SLC24A3 NPLOC4 GLUD2 EPHA8 CDH4 MYEOV PCDH18 NAALADL
4.890553,0.33189127,Cereal intake 1458,TFAP2D OFCC1 RMI1 BCL11A ZBTB38 METTL4 CRIM1 DEFB112 SORL1 PJA1 ESR1 MMS22L PTPRF CYP1A1 ID4 ARPP21 MAD1L
4.447735,-1.2023764,Chalazion H7 CHALAZION,DAO FRZB SECTM1 TAP2 NEM
5.7707953,-0.105738066,Cheese intake 1408,RBFOX1 SLC37A2 MCRS1 SPATS2 PRSS58 NPC1 AJAP1 GH2 NCOR2 GNPDA2 LRFN5 MAPT CLNS1A YPEL
4.4245777,2.2668965,Chest pain felt during physical activity 6015,STPG2 KLF12 EPHA7 GRID1 RIPK4 LHFP CADM1 PRKCE EVX1 IGFL4 TTC1 ZWINT WDR36 GABRG3 DLG1 FAM179B PXDN BPI LPHN3 FGF14 MICU1 MCPH1 FIBI
4.7925324,1.1672617,Chest pain felt outside physical activity 6016,CARD11 LINC01100 CEP112 RFPL2 LMO4 CD70 HUWE1 USH2A RPE65 LOXHD1 NELL2 GKAP1 DMRTA1 TOM1L1 ZFAT PLSCR5 RAD17 FAR1 RPP21 C8ORF74 MEI1 POM121L12 VGLL
3.5385826,-1.4873912,Childhood asthma (age<16) ASTHMA CHILD,HLA-DQB1 LHFPL3 HLA-B GATA
4.596217,2.8808901,Childhood sunburn occasions 1737,NCOA6 CADM2 WDPCP MKL2 UQCC1 DEFB135 ATP11A TYR C20ORF24 TPCN2 LRP1B HAL IRF4 PXMP4 HLA-DQB1 RPP21 FAI
4.744844,-1.2256336,Chron's disease NAS CHRONNAS,SFRP5 EPHA5 C6ORF10 MATN1 NOD2 CDKAL1 PITPNC
3.5451474,0.6563514,Chronic bronchitis/emphysema in father 20107 6,IREB2 DLG2 SERPINA1 CHRNA3 HHI
4.1266565,0.6927154,Chronic bronchitis/emphysema in mother 20110 6,HYKK CHRNA5 SLITRK5 RNF219 RNF113
5.809069,-0.975244,Coeliac disease K11 COELIAC,EGFL8 ZNF184 UQCC2 FBXO18 HLA-G HLA-DQB1 HIST1H2BF RPP21 POM121L2 PPARD MUC22 SNRP
4.4705973,0.525175,Coffee intake 1498,SNUPN MEF2C SEC16B ZBTB12 POR TMEM18 CYP2A6 GOLGA6C MLXIPL KBTBD2 SPECC1L CYP1A1 STEAP
6.09702,1.5405229,College/university degree 6138 1,SND1 RBFOX1 CADM2 PCGF3 CACNA2D2 TYW3 ACTN1 SMARCA2 C20ORF197 PC ARMC1 PPP1R3C LRRN2 NGEF ROPN
7.1969967,2.9810748,Comparative body size (age 10) 1687,ZNF165 CADM2 WDPCP LRRC37A2 CADM1 FRS3 CCK SMARCA2 KIAA1217 POLR3B SCGB1A1 LEP ZNF710 PM20D
7.3686934,2.358088,Comparative height size (age 10) 1697,LRRC37A3 MED4 PCGF5 SYTL2 GATAD2A MED9 HPCAL1 UPF3A FRS2 C20ORF26 C12ORF73 COL1A2 HNRNPK RUFY4 CLNK HNRNPD FILIP1 PLCD4 PLCD
5.866302,1.3572633,Consecutive night shifts during mixed shift periods 22644 raw,SLC16A1 EPHA7 KLHL29 TM4SF1 EDAR EEF1A2 COPRS CPEB2 CCS CNTN5 KIF20
4.834463,-1.5028362,Cooked vegetable intake 1289,TNXB PHF2 TMEM182 RPP21 GFRA1 ARNT
2.2983286,2.3314793,Coronary atherosclerosis I9 CORATHER,IGF2R TMEM170A UNC5C CDKN2B TTC32 NBEAL1 MRPS6 PHOSPHO1 PSRC1 COL4A1 PPAP2B CDH13 LPA TRIB
3.7121732,-0.5715812,Coxarthrosis COX ARTHROSIS,IL11 CRHR1 ACVRL1 SFMBT1 TNC NACA2 TGFA SLC30A10 KLHL42 SUPT3H RUNX2 NR4A3 BMP5 ARL17B UFM1 LMX1B FILIP1 TRIM32 COLGALT2 CHST3 C8ORF34 MLXI
5.0589743,1.4158175,Crisp intake 102460,PCGF3 MC4R C10ORF11 PARD3
5.136071,0.48053434,Cucumber intake 104210,CDH6 CREB1 PFAS ZNF184 BNIP3L KIF4B GPR75-ASB3 FBXL17 C1ORF21 GLI3 DLGAP
3.9411087,-1.118008,Current alcohol drinker 20117 2,TTC6 ADH1B GP2 FAM53B IPCEF1 LPHN
4.2677603,0.4094014,Current smoker 20116 2,SEMA6D EPHX2 HPS5 ARAP2 MSRA PHF5A PTPRF CYP2A6 MDFIC FAM163B NEK11 NUCB2 SIK
4.3326893,0.60149837,Current tobacco smoking 1239,SEMA6D TENM2 CHRNA4 CTTNBP2 NCAM1 KLHL29 EPHX2 PLEKHA7 ARAP2 FBXO33 PPP6C PHF5A PTPRF ZEB2 CYP2A6 C14ORF2 MDFIC FAM163B C10ORF107 HIST1H2B
5.0331135,0.872786,Currently smoke manufactured cigarettes 3446 1,PTPRD GMDS SYF2 ACOT
4.748136,2.786591,Dark brown hair 1747 4,TFAP2C KRT5 ARL15 PDE6G UQCC1 MITF ATP1B3 GOLGA8M THNSL2 DEF8 CDKAL1 C20ORF24 C20ORF112 ARHGAP24 NRBP1 SYTL3 FRAS1 ZSCAN21 DPEP1 TMCC2 ZNF831 SIK1 SKAP1 EPHA
6.1337466,1.6090674,Dark chocolate intake 102290,UVRAG TFAP2C PDGFRA SEC24B C21ORF37 C5ORF17 SHISA6 RFX3 CACNA2D3 LIFR BTBD11 COL1A2 TBL1XR1 TMX1 IL31RA SCG2 EPHA
4.7217216,1.7997978,Decaffeinated coffee 100360,DUSP6 CYP2C9 NDUFA4 TBC1D12 NUP16
5.8445845,-1.656986,Demyelenating diseases of the central nervous system G6 DEMYEL,GRM3 HLA-DRB5 TNXB STK19 HLA-A MICA MIC
4.7751207,0.9385615,Dentures 6149 6,CA12 CHRNB4 AMY1C CBX1 TAP2 FOXL1 TMEM257 ZEB2 DMRTA1 SIGLEC5 HIST1H4H RARB FAM84B HLA-DQB1 RPP21 CDK12 HIST1H4K HIST1H4
6.076311,-0.69496953,Depression diagnosed by a professional 20544 11,NKAPL MARCKS OR14J1 TRIM27 HLA-A IGFBP7 TMEM106
6.490695,-0.72825736,Diabetes diagnosed by doctor 2443,TFAP2B MAS1L CENPW KCNJ11 NKX6-3 TLE1 H3F3C CPSF1 HMGA2 ARAP1 DUSP9 CDKAL1 ZBTB9 MTNR1B FAM185A HLA-DQB1 PABPC4 PA
6.5499,-1.0258547,Diabetes in father 20107 9,SLC30A8 FTO TCF7L2 CDKN2B ADCY5 THADA HNF1B DUSP9 EML2 CDKAL1 BTAF1 HHEX CCND2 SLMAP IGF2BP2 PAM APOE C5ORF30 HLA-DQA1 HLA-DRB
6.559714,-0.9057463,Diabetes in mother 20110 9,SLC30A8 FTO SLC12A4 TCF7L2 IRS1 WFS1 KIF11 CDKN2B STARD10 ADCY5 DUSP9 MPP7 CDKAL1 SPPL3 TMEM233 CCND2 IGF2BP2 APOE CDC12
6.3660736,-1.369198,Diabetes in siblings 20111 9,PRRT1 TCF7L2 WFS1 TNXB CDKN2B ANK3 HLA-B DUSP9 CDKAL1 INS-IGF2 CCND2 CYP21A2 HLA-DQB1 FAM19A2 MICA MICB HLA-DQA
6.2789683,-1.1526085,Diabetes related eye disease 6148 1,PRRT1 TCF7L2 HLA-DQB1 HLA-B PRRC2A IER
6.2442327,-1.5199268,Diabetic ketoacidosis DM KETOACIDOSIS,PRRT1 COL25A1 TNXB HLA-DQB1 INS MIC
5.46216,2.440699,Diastolic blood pressure (automated reading) 4079 raw,SLC35A2 MGA EBF1 MED13L SRRM1 OR5R1 EML6 CAPN12 NIN MYL2 ARMC4 NEURL1 ULK4 OR4C12 FAM76B CPEB4 ZNF831 SIK1 STX1B TP53 OR4C1
4.9737287,0.35797435,Difficulty stopping worrying during worst period of anxiety 20541,TMEM132D AASS CAST ADGB SLC35C1 BNIP3L MTUS2 FAM133A TBC1D5 MAPKAPK5 GNAQ PPARG AGTR1 PKN2 MCPH1 ISP
2.9546082,0.95402974,Diseases of appendix K11 APPENDIX,WWOX MYL3 LARGE PITX2 FDFT
5.7566423,-1.5164415,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism III BLOOD IMMUN,LUZP2 TNXB FEZ2 CYP21A2 HLA-DQB1 CNTN4 HLA-B MIC
2.4708276,2.190158,Diseases of the circulatory system IX CIRCULATORY,IGF2R DCC PRRX1 CDKN2B SURF6 PHB MAMSTR CELSR2 FHIT ANTXR2 DNAJB6 NAA25 PITX2 LPA SH2B3 LDLR LEKR1 ZNF65
4.869705,-1.7948619,Diseases of the digestive system XI DIGESTIVE,SMAD3 EFEMP1 PPP1R3G SH3BP4 PBX2 HLA-DQA
4.905905,0.8462428,Diseases of the ear and mastoid process VIII EAR MASTOID,PTPRD ST3GAL6 URB2 CENP
6.2281113,0.3131046,Diseases of the eye and adnexa VII EYE ADNEXA,SLC24A3 SOX2 CDKN2B NUP35 IDE TPCN2 HLA-DQA
5.074486,-1.1252413,Diseases of the genitourinary system XIV GENITOURINARY,SKOR2 HLA-DRB5 ZNF184 BTN2A1 HLA-A HLA-B HLA-DRA PRKCQ FGFR
4.352269,0.019134108,Diseases of the musculoskeletal system and connective tissue XIII MUSCULOSKELET,CLDN23 MSRA OLFM4 TNKS WNT7B SLC39A8 GATA4 XKR
4.2677827,0.2235409,Diseases of the nervous system VI NERVOUS,EFEMP1 RP1 HEY2 GRIK2 C14ORF177 PRDM11 SNAP91 NKX2-4 SNX
4.632606,2.6768744,Diseases of the skin and subcutaneous tissue XII SKIN SUBCUTAN,UQCC1 SCAND1 DCLK3 PLCD1 EXOG TRPC4A
3.730316,3.4812179,Diseases of veins/lymphatic vessels/lymph nodes not elsewhere classified I9 DISVEINLYMPH,KCNH7 SURF6 MID1IP1 EBF1 SHROOM4 NFATC2 MAMSTR HLA-A ARID1B F5 STIM2 KLKB1 C3ORF2
2.8345554,1.5341967,Disorders of gallbladder/biliary tract/pancreas K11 GALLBILPANC,ABCG8 MROH2A SLC26A3 ABCB1 SERPINA1 GCKR LRBA TM4SF4 THADA MAMSTR MARCH8 CYP7A1 FUT3 FUT2 TTC39B CAMKMT SULT2A1 CHCHD6 PREPL HNF1A CPS1 HNF4A UGT1A
6.478797,0.47619504,Disorders of lens H7 LENS,SLC24A3 OCA2 ANKRD34C JAG1 CDKN2C PSMD13 CASZ1 CDKN2B IGFBP3 WWP2 METRNL POU3F2 AIF1 CDC42BPA TPCN2 ELAVL4 NPLOC4 CYB5R3 BMP3 SCGB1C1 SOX2 KRTCAP2 CASP
