x,y,Name,Genes
-17.423714,0.10661947,PRC1 complex (GO:0035102),PHC1 RNF2 CBX8 PHC3 CBX7 PHC2 CBX4 RING1 PCGF6 CBX2 BMI1 PCGF
-11.843144,0.84876037,cytosolic part (GO:0044445),RPS8 RPL22 RPL21 RPS9 RPL36A-HNRNPH2 RPS6 RPL24 MCTS1 RPL23 RPS7 MRPS18C MRPS18A RPSA LARP4 RPL17-C18ORF32 MRTO4 CCT6B CCT6A PSMC6 PSMC4 PSMC5 RPL7L1 PSMC2 PSMC3 RPL26 PSMC1 RPL28 RPL22L1 RPL27 RPL29 RPL13AP3 NHP2 RPL26L
-12.34774,-1.0854685,specific granule (GO:0042581),CHRNB4 AOC1 DEFA4 ARMC8 MCEMP1 ILF2 ATP11A SCAMP1 OSCAR CLEC4D OLFM4 RAB37 TOLLIP SLPI ADAM8 DEGS1 PTPN6 GHDC FR
-17.071218,-0.29271758,flotillin complex (GO:0016600),CDH1 FLOT2 LRP4 FLOT1 SLC6A3 CBL CORO1
-17.57129,-0.60196,FACIT collagen trimer (GO:0005593),COL16A1 COL14A1 COL12A1 COL9A2 COL9A1 COL9A
-13.275241,0.57244337,polymeric cytoskeletal fiber (GO:0099513),DYNC2H1 KRT5 KRT4 ACTN3 ACTN2 KRT3 ACTN1 KRT2 KRT8 KRT7 CCT6A APC KATNAL2 KATNAL1 VIM TEK KIF20A KIF20
-11.524204,0.5716676,cytoplasmic ribonucleoprotein granule (GO:0036464),RPS6 USP3 RC3H1 LIG4 LARP4B PNRC1 LARP4 PNRC2 EID1 LIN28A ATXN2L CNOT7 CNOT8 CNOT1 CNOT2 SARNP PSMC2 CNOT3 PSMC3 RPL28 SNRPG DCP1B SQSTM1 AJUBA CNOT9 DCP1A CHTO
-14.599053,1.1143744,Cul3-RING ubiquitin ligase complex (GO:0031463),KLHL26 BTBD18 KLHL28 KLHL29 KLHL2 KLHL22 KLHL23 KLHL3 KLHL4 KLHL24 KLHL5 KLHL25 KLHL20 KBTBD12 RBX1 KLHL21 KBTBD11 KLHL1 KBTBD6 KBTBD7 KLHL7 KLHL8 KBTBD2 KLHL9 KBTBD3 SPOPL KBTBD
-14.424459,-2.8051915,MHC protein complex (GO:0042611),CD74 HLA-DRB5 HLA-C HLA-A HLA-B HLA-E HLA-DMB HLA-DRA HLA-DPA1 HLA-DQB1 HLA-DPB1 HLA-DOB HLA-DMA HLA-DRB3 HLA-DOA HLA-DQA1 HLA-DQB2 HLA-DRB
-11.335047,5.381777,U2 snRNP (GO:0005686),SF3B5 SF3B6 SNRPN SF3A2 HTATSF1 PHF5A RBMX2 SNRPD3 SNRPD2 SNRPD1 CCDC97 SNRPGP15 SNRPB2 NAA38 SNRPG SNRPA1 SF3B1 SNRPE SF3A1 SF3B2 SNRP
-15.620839,-0.44245234,sarcoplasm (GO:0016528),GSN TRDN GSTM2 NANOS1 S100A1 ANK3 JSRP1 FKBP1A CASQ1 CASQ2 PLE
-16.01951,1.6743418,nuclear replication fork (GO:0043596),PCNA MMS22L ETAA1 ZRANB3 ZMIZ2 NUGGC SMARCAD1 BAZ1B WDHD1 SMARCA5 TONS
-11.178298,5.2458,U4 snRNP (GO:0005687),SNRPN DDX39B SNRPD3 SNRPD2 SNRPD1 SNRPGP15 PRPF31 SNRPF NAA38 SNRPG SNRPE SNRP
-16.222815,-0.81147784,endoplasmic reticulum quality control compartment (GO:0044322),EDEM1 EDEM2 ERLEC1 RHBDD1 EDEM3 MAN1B1 SYVN1 DZIP3 ASGR
-14.979147,3.661777,MLL1/2 complex (GO:0044665),TEX10 MCRS1 MGA SENP3 HCFC1 TAF1 LAS1L TAF9 PRPF31 TAF7 TAF6 TAF
-17.894466,-0.73087305,CD40 receptor complex (GO:0035631),IKBKB CD40 TRAF5 DIABLO CHUK TRAF6 HTRA2 TRAF3 BIRC2 TANK RNF3
-14.020889,2.2053936,nuclear speck (GO:0016607),HEXIM2 CARMIL1 FNBP4 SFMBT2 ESX1 DNAAF1 PASD1 SRRM1 GCAT MAPK14 SRRM2 PHF5A RUFY1 DDX39A DDX39B POLR3D SARNP FNDC1 CD2BP2 HSPA1A CDK12 FAM76B CDK13 KIF20B HSPA1
-15.518168,-0.85968494,endoplasmic reticulum subcompartment (GO:0098827),RTN4 RYR1 ATL3 ATL1 PARP16 RNF41 FKBP1A REEP1 KPNB1 ZFYVE27 RAB10 REEP5 RAB18 RAB3GAP
-12.792771,-0.22543432,platelet alpha granule (GO:0031091),TGFB1 EGF TGFB3 TGFB2 SRGN ACTN4 ACTN2 APLP2 ACTN1 VEGFC FN1 VEGFD LHFPL2 GTPBP2 SYTL4 VEGFA VEGFB TMX3 MMRN1 ALB CD9 PECAM1 NHLRC2 PCYOX1L PF4 ALDOA GAS6 HR
-16.810486,2.2771041,CHD-type complex (GO:0090545),HDAC1 CSNK2A1 HDAC2 APLP2 MBD3 GATAD2A CHD5 CHD4 CHD3 GATAD2B SALL1 MTA2 NACC2 RBBP4 RBBP7 APPL
-15.587558,1.6191736,condensed nuclear chromosome (GO:0000794),BRD4 REC8 MLH1 CCDC36 RAD21L1 P3H4 SMC1A RAD50 TUBG1 MLH3 LRPPRC RAD51 DMC1 NCAPD2 NCAPD3 RGS1
-14.123699,-1.759419,serine/threonine protein kinase complex (GO:1902554),UVRAG ACVR1 TRIM40 CHUK PHKA2 PHKB PHKA1 TGFBR1 TGFBR2 DAB2 PYDC1 ENG MAP3K1
-14.567874,-1.0752158,microvillus membrane (GO:0031528),PDPN PODXL CDHR2 ITGB3 SYTL1 CDHR5 ITGAV SLC9A3R
-13.216846,-2.0809836,extrinsic component of endosome membrane (GO:0031313),SNX5 USP8 ANXA1 WDR91 WDR81 SNX16 SNX1
-16.71886,-1.8386331,Golgi cisterna (GO:0031985),GOLGA8T GOLGA8S YIPF1 YIPF2 YIPF6 GOLPH3L GOLGA8K GOLGA8N GOLGA8M RAB30 GOLGA8O GOLGA2P5 GOLGA8R GOLGA8Q RAB34 GOLGA8F GOLGA8H GOLGA8J GOLT1A GOLGA8B GOLGA8
-14.753234,-1.57796,multivesicular body membrane (GO:0032585),CD63 LAPTM4B ATP13A2 PMEL RAB27A RAB27B NSG
-15.101784,3.6548717,STAGA complex (GO:0030914),TAF6L TAF5L KAT2A TRRAP TADA3 TAF12 TADA1 TAF9 TAF10 SUPT7L SUPT3
-12.522122,-1.6972004,lysosomal lumen (GO:0043202),CTSB CTSA FUCA1 LUM CD74 HSP90AA1 ATP13A2 HSPA8 KERA GALNS VCAN NPC2 OGN NAAA MAN2B2 CSPG5 GLA MAN2B1 CSPG4 AGR
-15.898652,-2.1853495,COPI-coated vesicle membrane (GO:0030663),COPA COPB2 COPB1 ARFGAP2 ARCN1 COPZ2 ARFGAP3 TMEM199 COPZ1 COPG1 TMED3 COPG2 SCYL1 TMED7 C3ORF58 COP
-17.73161,-0.19307122,RNA polymerase III transcription factor complex (GO:0090576),GTF3C2 GTF3C3 GTF3C4 GTF3C5 GTF3C6 BRF1 BDP1 GTF3C
-16.876965,-0.5675788,mRNA cleavage and polyadenylation specificity factor complex (GO:0005847),CPSF6 CSNK1A1 CPSF7 CPSF2 CPSF1 CPSF4 CPSF3 ZC3H3 WDR33 CSTF2T NUDT21 FIP1L1 CPSF4L SSU72 PIP5K1A CSTF2 TUT
-13.801401,1.4440523,mitotic spindle (GO:0072686),IQCB1 KLHL22 CDC7 EML1 EML2 SIRT2 SMC1A DCDC2 CENPE SPOUT1 NIN FAM161A ESPL1 EFHC1 CDK1 PKP4 ALPK3 KIF20B MAD2L
-14.918025,3.3323133,cyclin-dependent protein kinase activating kinase holoenzyme complex (GO:0019907),CDK7 PUF60 ERCC2 CCNH HSPD1 KDM5A HOXC1
-16.420637,0.9969837,mitochondrial outer membrane (GO:0005741),STARD7 AGK BAD AOC1 ACSL1 RSAD2 SPATA16 PINK1 SPATA18 RAB32 CYP24A1 IFI27 BAX ULK1 RAF
-17.32415,0.014125754,integral component of cytoplasmic side of endoplasmic reticulum membrane (GO:0071458),SPPL2C SPPL2B HM13 SPPL2A PKD2 SPPL
